time,hka,mldfa,mpta,jlca,mldta,delta
4.890,189.331,150.416,21.930,1.677,178.285,-139.493
4.900,189.430,150.419,21.973,1.822,178.397,-139.698
4.910,189.527,150.390,21.968,1.885,178.441,-139.834
4.920,189.647,150.355,22.022,2.024,178.571,-140.004
4.930,189.756,150.318,21.965,2.039,178.513,-140.148
4.940,189.875,150.290,21.988,2.154,178.566,-140.331
4.950,189.993,150.250,22.050,2.294,178.665,-140.487
4.960,190.057,150.244,22.133,2.435,178.778,-140.603
4.970,190.111,150.261,22.168,2.539,178.816,-140.743
4.980,190.121,150.305,22.329,2.755,179.035,-140.852
4.990,190.092,150.303,22.399,2.793,179.104,-140.789
5.000,190.082,150.300,22.477,2.859,179.188,-140.763
5.010,190.099,150.269,22.551,2.919,179.277,-140.736
5.020,190.115,150.261,22.601,2.977,179.335,-140.751
5.030,190.150,150.249,22.609,3.008,179.338,-140.798
5.040,190.181,150.219,22.618,3.018,179.348,-140.801
5.050,190.216,150.196,22.609,3.021,179.329,-140.825
5.060,190.258,150.225,22.591,3.074,179.306,-140.966
5.070,190.275,150.204,22.614,3.093,179.336,-140.959
5.080,190.270,150.147,22.608,3.025,179.317,-140.833
5.090,190.257,150.170,22.631,3.058,179.335,-140.854
5.100,190.216,150.181,22.631,3.027,179.312,-140.793
5.110,190.155,150.210,22.626,2.990,179.272,-140.729
5.120,190.108,150.236,22.615,2.960,179.225,-140.688
5.130,190.078,150.222,22.600,2.900,179.174,-140.602
5.140,190.028,150.229,22.588,2.845,179.126,-140.515
5.150,189.994,150.263,22.560,2.816,179.062,-140.512
5.160,189.936,150.248,22.552,2.737,179.031,-140.369
5.170,189.883,150.216,22.553,2.652,179.013,-140.199
5.180,189.822,150.223,22.567,2.612,179.015,-140.091
5.190,189.730,150.218,22.605,2.553,179.049,-139.897
5.200,189.653,150.216,22.606,2.475,179.022,-139.738
5.210,189.537,150.215,22.594,2.347,178.954,-139.505
5.220,189.426,150.237,22.506,2.169,178.764,-139.326
5.230,189.290,150.226,22.397,1.914,178.526,-139.033
5.240,189.187,150.260,22.227,1.673,178.191,-138.894
5.250,189.075,150.300,22.040,1.415,177.828,-138.750
5.260,188.969,150.337,21.860,1.166,177.476,-138.612
5.270,188.861,150.341,21.648,0.850,177.088,-138.404
5.280,188.766,150.369,21.474,0.609,176.773,-138.270
5.290,188.694,150.401,21.299,0.394,176.479,-138.190
5.300,188.609,150.430,21.050,0.090,176.096,-138.079
5.310,188.517,150.424,20.940,0.119,175.932,-138.120
5.320,188.404,150.457,20.850,0.290,175.811,-138.300
5.330,188.259,150.513,20.752,0.477,175.680,-138.497
5.340,188.074,150.543,20.662,0.721,175.554,-138.677
5.350,187.856,150.555,20.534,1.055,175.358,-138.932
5.360,187.661,150.577,20.430,1.332,175.183,-139.140
5.370,187.477,150.608,20.286,1.628,174.954,-139.427
5.380,187.338,150.639,20.142,1.880,174.710,-139.716
5.390,187.203,150.640,19.975,2.182,174.432,-140.051
5.400,187.054,150.671,19.822,2.453,174.166,-140.356
5.410,186.868,150.676,19.597,2.859,173.796,-140.806
5.420,186.641,150.673,19.417,3.270,173.466,-141.167
5.430,186.409,150.683,19.248,3.660,173.168,-141.504
5.440,186.198,150.685,19.066,4.051,172.851,-141.869
5.450,185.986,150.697,18.914,4.403,172.580,-142.172
5.460,185.753,150.673,18.798,4.776,172.355,-142.404
5.470,185.503,150.663,18.706,5.127,172.169,-142.588
5.480,185.243,150.626,18.657,5.473,172.044,-142.685
5.490,184.998,150.587,18.625,5.790,171.959,-142.750
5.500,184.729,150.541,18.632,6.098,171.927,-142.736
5.510,184.461,150.509,18.614,6.416,171.874,-142.772
5.520,184.170,150.512,18.647,6.672,171.877,-142.707
5.530,183.998,150.511,18.609,6.882,171.833,-142.781
5.540,183.891,150.520,18.589,7.001,171.826,-142.823
5.550,183.828,150.539,18.594,7.039,171.883,-142.813
5.560,183.781,150.517,18.616,7.086,171.969,-142.768
5.570,183.689,150.484,18.628,7.199,172.038,-142.744
5.580,183.626,150.411,18.595,7.368,172.050,-142.809
5.590,183.541,150.319,18.633,7.508,172.143,-142.734
5.600,183.525,150.252,18.678,7.545,172.278,-142.644
5.610,183.375,150.193,18.774,7.658,172.446,-142.452
5.620,183.270,150.158,18.818,7.754,172.556,-142.365
5.630,183.147,150.126,18.859,7.868,172.647,-142.281
5.640,183.030,150.095,18.771,8.103,172.565,-142.457
5.650,182.972,150.052,18.778,8.197,172.608,-142.443
5.660,182.989,149.970,18.808,8.233,172.704,-142.383
5.670,183.035,149.886,18.783,8.296,172.719,-142.435
5.680,183.073,149.872,18.784,8.272,172.777,-142.433
5.690,183.065,149.837,18.777,8.321,172.817,-142.447
5.700,183.025,149.841,18.780,8.354,172.864,-142.440
5.710,182.959,149.848,18.757,8.437,172.873,-142.487
5.720,182.876,149.852,18.795,8.478,172.955,-142.410
5.730,182.805,149.900,18.826,8.469,173.024,-142.347
5.740,182.741,149.902,18.856,8.501,173.090,-142.288
5.750,182.690,149.888,18.943,8.479,173.229,-142.114
5.760,182.655,149.864,18.931,8.551,173.227,-142.139
5.770,182.643,149.867,18.889,8.601,173.179,-142.222
5.780,182.659,149.874,18.871,8.596,173.165,-142.259
5.790,182.674,149.879,18.855,8.592,173.152,-142.290
5.800,182.700,149.931,18.824,8.545,173.115,-142.351
5.810,182.719,149.970,18.808,8.504,173.094,-142.385
5.820,182.738,150.003,18.760,8.498,173.037,-142.479
5.830,182.752,150.033,18.741,8.474,173.014,-142.518
5.840,182.773,150.028,18.726,8.473,173.002,-142.548
5.850,182.795,150.029,18.698,8.478,172.962,-142.603
5.860,182.843,150.015,18.696,8.446,172.955,-142.608
5.870,182.883,149.991,18.705,8.421,172.951,-142.590
5.880,182.923,149.979,18.676,8.422,172.903,-142.648
5.890,182.994,149.974,18.730,8.303,172.964,-142.540
5.900,183.053,149.976,18.791,8.180,173.037,-142.419
5.910,183.116,149.960,18.842,8.082,173.105,-142.315
5.920,183.197,149.968,18.890,7.945,173.162,-142.220
5.930,183.289,149.961,19.015,7.735,173.341,-141.969
5.940,183.412,149.902,19.139,7.548,173.516,-141.723
5.950,183.553,149.885,19.220,7.343,173.649,-141.561
5.960,183.717,149.830,19.324,7.129,173.819,-141.352
5.970,183.821,149.802,19.471,6.906,174.052,-141.059
5.980,183.915,149.778,19.716,6.591,174.431,-140.569
5.990,183.977,149.730,19.970,6.324,174.842,-140.061
6.000,184.050,149.713,20.316,5.922,175.401,-139.368
6.010,184.134,149.714,20.678,5.475,176.002,-138.644
6.020,184.205,149.635,21.080,5.080,176.671,-137.839
6.030,184.291,149.608,21.426,4.675,177.266,-137.149
6.040,184.378,149.599,21.737,4.286,177.824,-136.527
6.050,184.499,149.583,22.089,3.828,178.436,-135.821
6.060,184.625,149.595,22.309,3.470,178.859,-135.382
6.070,184.812,149.604,22.504,3.081,179.240,-134.993
6.080,185.134,149.642,22.562,2.662,179.420,-134.877
6.090,185.359,149.591,22.682,2.367,179.671,-134.635
6.100,185.592,149.571,22.694,2.143,179.740,-134.612
6.110,185.818,149.546,22.718,1.918,179.807,-134.565
6.120,186.028,149.546,22.691,1.735,179.787,-134.619
6.130,186.226,149.564,22.692,1.517,179.803,-134.615
6.140,186.411,149.580,22.672,1.337,179.776,-134.656
6.150,186.577,149.615,22.644,1.165,179.746,-134.713
6.160,186.747,149.656,22.578,1.019,179.670,-134.843
6.170,186.905,149.677,22.529,0.889,179.615,-134.943
6.180,187.006,149.681,22.496,0.817,179.573,-135.009
6.190,187.104,149.725,22.446,0.725,179.517,-135.107
6.200,187.180,149.739,22.365,0.717,179.410,-135.271
6.210,187.228,149.702,22.266,0.804,179.282,-135.467
6.220,187.286,149.702,22.181,0.830,179.172,-135.637
6.230,187.326,149.724,22.098,0.852,179.073,-135.804
6.240,187.323,149.726,22.057,0.893,179.021,-135.885
6.250,187.334,149.723,22.021,0.923,178.991,-135.959
6.260,187.307,149.731,22.020,0.941,178.998,-135.960
6.270,187.288,149.751,21.988,0.972,178.962,-136.023
6.280,187.268,149.798,22.014,0.920,179.005,-135.971
6.290,187.235,149.772,22.019,0.975,179.011,-135.962
6.300,187.222,149.830,21.998,0.951,178.989,-136.004
6.310,187.174,149.826,21.985,1.015,178.963,-136.029
6.320,187.171,149.839,21.933,1.058,178.873,-136.135
6.330,187.151,149.853,21.915,1.081,178.827,-136.169
6.340,187.185,149.880,21.862,1.072,178.734,-136.276
6.350,187.204,149.882,21.835,1.079,178.680,-136.331
6.360,187.229,149.887,21.823,1.061,178.653,-136.354
6.370,187.246,149.926,21.828,0.999,178.656,-136.344
6.380,187.229,149.896,21.856,1.019,178.692,-136.289
6.390,187.194,149.915,21.906,0.985,178.760,-136.189
6.400,187.162,149.881,21.979,0.977,178.864,-136.041
6.410,187.138,149.875,22.023,0.964,178.928,-135.955
6.420,187.140,149.863,22.057,0.940,178.984,-135.887
6.430,187.155,149.846,22.066,0.934,179.004,-135.869
6.440,187.169,149.818,22.092,0.921,179.049,-135.817
6.450,187.176,149.804,22.084,0.935,179.043,-135.831
6.460,187.191,149.783,22.064,0.962,179.015,-135.873
6.470,187.197,149.795,22.036,0.972,178.984,-135.928
6.480,187.204,149.826,22.015,0.955,178.952,-135.970
6.490,187.202,149.867,21.983,0.948,178.905,-136.035
6.500,187.177,149.833,21.959,1.032,178.864,-136.083
6.510,187.182,149.846,21.920,1.052,178.808,-136.159
6.520,187.163,149.868,21.907,1.063,178.779,-136.187
6.530,187.148,149.872,21.886,1.094,178.746,-136.228
6.540,187.133,149.873,21.882,1.112,178.735,-136.235
6.550,187.139,149.876,21.863,1.121,178.701,-136.275
6.560,187.148,149.914,21.847,1.091,178.679,-136.305
6.570,187.124,149.909,21.859,1.108,178.691,-136.282
6.580,187.110,149.933,21.870,1.088,178.708,-136.260
6.590,187.084,149.897,21.874,1.145,178.715,-136.252
6.600,187.058,149.903,21.889,1.150,178.733,-136.222
6.610,187.069,149.910,21.883,1.137,178.731,-136.233
6.620,187.061,149.911,21.907,1.120,178.759,-136.186
6.630,187.071,149.909,21.894,1.126,178.737,-136.211
6.640,187.084,149.907,21.906,1.102,178.744,-136.188
6.650,187.079,149.902,21.894,1.125,178.714,-136.213
6.660,187.081,149.895,21.886,1.138,178.695,-136.227
6.670,187.086,149.896,21.868,1.150,178.661,-136.265
6.680,187.094,149.950,21.870,1.085,178.668,-136.260
6.690,187.095,149.899,21.866,1.140,178.663,-136.267
6.700,187.097,149.899,21.875,1.129,178.685,-136.250
6.710,187.097,149.892,21.882,1.129,178.703,-136.236
6.720,187.074,149.895,21.902,1.129,178.742,-136.196
6.730,187.078,149.894,21.895,1.133,178.738,-136.210
6.740,187.066,149.891,21.893,1.151,178.742,-136.215
6.750,187.074,149.913,21.865,1.148,178.707,-136.270
6.760,187.048,149.948,21.851,1.152,178.692,-136.297
6.770,187.040,149.905,21.836,1.219,178.679,-136.327
6.780,187.022,149.903,21.840,1.236,178.686,-136.321
6.790,187.007,149.907,21.827,1.259,178.670,-136.346
6.800,187.002,149.913,21.824,1.260,178.672,-136.352
6.810,186.984,149.916,21.818,1.282,178.670,-136.364
6.820,186.974,149.916,21.819,1.290,178.675,-136.361
6.830,186.961,149.912,21.826,1.301,178.691,-136.348
6.840,186.957,149.910,21.828,1.306,178.703,-136.345
6.850,186.934,149.918,21.814,1.334,178.690,-136.372
6.860,186.922,149.919,21.809,1.350,178.686,-136.382
6.870,186.924,149.931,21.788,1.357,178.662,-136.423
6.880,186.909,149.929,21.772,1.390,178.644,-136.456
6.890,186.922,149.931,21.736,1.410,178.599,-136.527
6.900,186.938,149.913,21.706,1.443,178.570,-136.588
6.910,186.939,149.902,21.691,1.469,178.555,-136.619
6.920,186.944,149.888,21.701,1.466,178.583,-136.597
6.930,186.947,149.879,21.705,1.469,178.602,-136.590
6.940,186.925,149.862,21.735,1.478,178.656,-136.529
6.950,186.901,149.900,21.747,1.452,178.685,-136.506
6.960,186.886,149.859,21.759,1.496,178.715,-136.483
6.970,186.866,149.863,21.764,1.507,178.731,-136.473
6.980,186.858,149.861,21.753,1.528,178.727,-136.493
6.990,186.847,149.864,21.739,1.550,178.711,-136.522
7.000,186.833,149.864,21.727,1.576,178.698,-136.547
7.010,186.842,149.866,21.677,1.616,178.633,-136.646
7.020,186.843,149.862,21.680,1.615,178.644,-136.639
7.030,186.848,149.901,21.664,1.587,178.629,-136.672
7.040,186.837,149.880,21.655,1.629,178.625,-136.691
7.050,186.806,149.880,21.677,1.636,178.661,-136.646
7.060,186.783,149.852,21.709,1.656,178.711,-136.582
7.070,186.758,149.858,21.740,1.644,178.760,-136.521
7.080,186.719,149.864,21.776,1.641,178.815,-136.448
7.090,186.710,149.872,21.802,1.617,178.860,-136.396
7.100,186.693,149.874,21.806,1.628,178.863,-136.388
7.110,186.709,149.922,21.782,1.587,178.825,-136.436
7.120,186.712,149.937,21.758,1.594,178.788,-136.485
7.130,186.727,149.902,21.716,1.655,178.719,-136.568
7.140,186.741,149.913,21.685,1.660,178.669,-136.629
7.150,186.748,149.924,21.673,1.655,178.649,-136.654
7.160,186.760,149.948,21.666,1.625,178.641,-136.668
7.170,186.761,149.921,21.673,1.645,178.652,-136.654
7.180,186.734,149.896,21.719,1.652,178.721,-136.563
7.190,186.703,149.900,21.760,1.637,178.786,-136.480
7.200,186.687,149.902,21.782,1.628,178.824,-136.435
7.210,186.662,149.900,21.794,1.644,178.845,-136.412
7.220,186.655,149.912,21.801,1.632,178.857,-136.398
7.230,186.661,149.940,21.785,1.613,178.838,-136.429
7.240,186.654,149.943,21.783,1.620,178.836,-136.434
7.250,186.672,149.945,21.723,1.660,178.755,-136.555
7.260,186.673,149.901,21.666,1.760,178.675,-136.669
