time,hka,mldfa,mpta,jlca,mldta,delta
2.460,184.239,150.492,21.147,4.121,176.625,-137.706
2.470,184.476,150.566,21.259,3.699,176.797,-137.481
2.480,184.696,150.660,21.417,3.227,177.032,-137.166
2.490,184.940,150.752,21.542,2.766,177.216,-136.916
2.500,185.212,150.824,21.687,2.277,177.436,-136.626
2.510,185.472,150.895,21.748,1.884,177.529,-136.504
2.520,185.760,150.953,21.881,1.406,177.735,-136.238
2.530,186.001,150.928,22.107,0.963,178.059,-135.786
2.540,186.283,150.948,22.133,0.636,178.101,-135.734
2.550,186.554,151.024,22.306,0.117,178.359,-135.388
2.560,186.803,151.035,22.331,0.169,178.398,-135.675
2.570,187.023,150.998,22.439,0.460,178.555,-136.042
2.580,187.239,151.047,22.532,0.817,178.687,-136.571
2.590,187.461,151.019,22.602,1.082,178.803,-136.960
2.600,187.633,150.920,22.667,1.220,178.882,-137.107
2.610,187.796,150.884,22.643,1.323,178.825,-137.360
2.620,187.944,150.838,22.583,1.364,178.685,-137.562
2.630,188.104,150.862,22.559,1.524,178.586,-137.931
2.640,188.296,150.843,22.303,1.442,178.133,-138.277
2.650,188.480,150.818,22.176,1.474,177.880,-138.596
2.660,188.661,150.735,22.136,1.532,177.774,-138.792
2.670,188.851,150.709,22.069,1.628,177.628,-139.119
2.680,188.998,150.663,22.056,1.717,177.586,-139.323
2.690,189.124,150.629,22.113,1.865,177.646,-139.506
2.700,189.257,150.636,22.178,2.071,177.743,-139.786
2.710,189.356,150.574,22.273,2.203,177.889,-139.860
2.720,189.479,150.618,22.355,2.453,178.022,-140.195
2.730,189.597,150.576,22.453,2.626,178.175,-140.345
2.740,189.692,150.583,22.507,2.783,178.267,-140.550
2.750,189.743,150.526,22.571,2.840,178.360,-140.538
2.760,189.805,150.521,22.602,2.929,178.402,-140.653
2.770,189.838,150.490,22.666,2.994,178.481,-140.656
2.780,189.896,150.486,22.716,3.098,178.544,-140.764
2.790,189.947,150.480,22.759,3.186,178.590,-140.854
2.800,189.969,150.533,22.796,3.298,178.626,-141.005
2.810,189.947,150.506,22.860,3.313,178.705,-140.906
2.820,189.959,150.475,22.885,3.319,178.736,-140.868
2.830,189.969,150.506,22.916,3.391,178.784,-140.950
2.840,189.983,150.492,22.965,3.440,178.866,-140.949
2.850,190.057,150.458,22.913,3.428,178.804,-141.029
2.860,190.119,150.436,22.874,3.428,178.767,-141.110
2.870,190.182,150.430,22.827,3.438,178.707,-141.223
2.880,190.239,150.390,22.796,3.425,178.671,-141.258
2.890,190.301,150.371,22.763,3.436,178.632,-141.345
2.900,190.358,150.350,22.717,3.425,178.586,-141.416
2.910,190.393,150.340,22.715,3.448,178.592,-141.466
2.920,190.418,150.364,22.698,3.481,178.584,-141.565
2.930,190.417,150.350,22.706,3.473,178.608,-141.533
2.940,190.418,150.315,22.700,3.433,178.612,-141.466
2.950,190.409,150.301,22.683,3.394,178.597,-141.421
2.960,190.405,150.290,22.672,3.367,178.591,-141.390
2.970,190.430,150.277,22.641,3.348,178.561,-141.414
2.980,190.442,150.238,22.624,3.305,178.541,-141.361
2.990,190.458,150.222,22.608,3.288,178.522,-141.358
3.000,190.449,150.214,22.581,3.243,178.491,-141.325
3.010,190.448,150.174,22.607,3.229,178.537,-141.246
3.020,190.417,150.174,22.658,3.249,178.624,-141.183
3.030,190.407,150.203,22.677,3.287,178.672,-141.221
3.040,190.369,150.185,22.721,3.274,178.757,-141.106
3.050,190.338,150.174,22.761,3.273,178.835,-141.024
3.060,190.316,150.160,22.791,3.266,178.892,-140.952
3.070,190.316,150.199,22.792,3.307,178.901,-141.030
3.080,190.312,150.206,22.786,3.303,178.893,-141.035
3.090,190.336,150.154,22.747,3.237,178.831,-140.981
3.100,190.371,150.177,22.676,3.223,178.723,-141.094
3.110,190.367,150.179,22.646,3.192,178.667,-141.093
3.120,190.357,150.145,22.621,3.122,178.619,-141.003
3.130,190.350,150.143,22.629,3.122,178.629,-140.986
3.140,190.340,150.136,22.653,3.128,178.672,-140.951
3.150,190.302,150.136,22.712,3.150,178.766,-140.876
3.160,190.255,150.133,22.753,3.141,178.837,-140.777
3.170,190.211,150.141,22.796,3.148,178.910,-140.702
3.180,190.158,150.149,22.816,3.123,178.946,-140.615
3.190,190.124,150.183,22.810,3.116,178.938,-140.613
3.200,190.063,150.173,22.793,3.029,178.904,-140.473
3.210,190.020,150.155,22.749,2.923,178.838,-140.349
3.220,189.976,150.138,22.699,2.814,178.753,-140.229
3.230,189.901,150.133,22.682,2.717,178.714,-140.068
3.240,189.835,150.130,22.615,2.579,178.601,-139.930
3.250,189.775,150.093,22.551,2.419,178.485,-139.736
3.260,189.678,150.092,22.484,2.253,178.359,-139.540
3.270,189.559,150.099,22.403,2.060,178.203,-139.316
3.280,189.425,150.123,22.284,1.832,177.997,-139.096
3.290,189.269,150.140,22.187,1.596,177.824,-138.818
3.300,189.161,150.171,22.053,1.385,177.613,-138.663
3.310,189.036,150.150,21.984,1.170,177.504,-138.373
3.320,188.945,150.133,21.871,0.949,177.349,-138.155
3.330,188.832,150.115,21.812,0.759,177.277,-137.894
3.340,188.753,150.092,21.738,0.582,177.190,-137.689
3.350,188.619,150.081,21.682,0.381,177.128,-137.400
3.360,188.407,150.043,21.643,0.092,177.083,-136.899
3.370,188.174,150.048,21.578,0.201,176.996,-136.845
3.380,187.897,150.057,21.534,0.512,176.937,-136.931
3.390,187.593,150.060,21.404,0.943,176.746,-137.192
3.400,187.318,150.058,21.310,1.315,176.612,-137.381
3.410,187.039,150.040,21.171,1.750,176.419,-137.658
3.420,186.797,150.012,21.002,2.189,176.172,-137.997
3.430,186.585,149.982,20.815,2.618,175.891,-138.370
3.440,186.382,149.936,20.583,3.099,175.544,-138.834
3.450,186.189,149.896,20.350,3.565,175.188,-139.300
3.460,185.998,149.870,20.136,3.995,174.872,-139.727
3.470,185.793,149.853,19.905,4.450,174.533,-140.189
3.480,185.569,149.842,19.743,4.846,174.298,-140.513
3.490,185.308,149.829,19.637,5.226,174.158,-140.726
3.500,185.077,149.831,19.560,5.532,174.068,-140.881
3.510,184.840,149.833,19.495,5.832,173.985,-141.010
3.520,184.606,149.825,19.477,6.092,173.967,-141.045
3.530,184.361,149.862,19.457,6.320,173.944,-141.086
3.540,184.119,149.845,19.463,6.572,173.960,-141.074
3.550,183.882,149.848,19.483,6.787,174.001,-141.034
3.560,183.652,149.777,19.541,7.030,174.079,-140.917
3.570,183.417,149.772,19.605,7.207,174.192,-140.790
3.580,183.217,149.718,19.643,7.422,174.262,-140.715
3.590,182.950,149.671,19.792,7.587,174.475,-140.416
3.600,182.784,149.649,19.872,7.695,174.628,-140.257
3.610,182.712,149.598,20.016,7.673,174.883,-139.967
3.620,182.676,149.551,20.094,7.680,175.056,-139.812
3.630,182.623,149.501,20.118,7.758,175.147,-139.765
3.640,182.576,149.425,20.129,7.869,175.202,-139.741
3.650,182.504,149.407,20.148,7.940,175.254,-139.704
3.660,182.435,149.372,20.133,8.060,175.253,-139.734
3.670,182.401,149.362,20.182,8.055,175.336,-139.636
3.680,182.400,149.385,20.154,8.060,175.313,-139.691
3.690,182.367,149.413,20.127,8.093,175.274,-139.746
3.700,182.321,149.421,20.086,8.172,175.204,-139.828
3.710,182.276,149.411,20.007,8.306,175.076,-139.986
3.720,182.222,149.391,19.941,8.445,174.976,-140.117
3.730,182.190,149.376,19.888,8.546,174.908,-140.223
3.740,182.142,149.346,19.867,8.645,174.886,-140.266
3.750,182.083,149.315,19.834,8.767,174.855,-140.331
3.760,182.007,149.313,19.911,8.769,174.989,-140.178
3.770,181.928,149.322,19.984,8.766,175.123,-140.031
3.780,181.827,149.360,20.050,8.763,175.243,-139.900
3.790,181.755,149.344,20.080,8.820,175.325,-139.839
3.800,181.697,149.311,20.135,8.857,175.436,-139.730
3.810,181.673,149.286,20.099,8.942,175.416,-139.802
3.820,181.672,149.258,20.075,8.995,175.410,-139.850
3.830,181.669,149.225,20.097,9.008,175.461,-139.805
3.840,181.681,149.206,20.064,9.049,175.433,-139.872
3.850,181.640,149.192,19.972,9.196,175.328,-140.056
3.860,181.630,149.234,19.947,9.189,175.308,-140.105
3.870,181.599,149.275,19.991,9.135,175.381,-140.018
3.880,181.575,149.310,20.058,9.057,175.477,-139.883
3.890,181.570,149.337,20.112,8.982,175.555,-139.777
3.900,181.561,149.333,20.064,9.042,175.480,-139.873
3.910,181.566,149.303,20.053,9.078,175.446,-139.893
3.920,181.584,149.311,19.970,9.135,175.316,-140.059
3.930,181.611,149.336,19.889,9.164,175.188,-140.222
3.940,181.612,149.352,19.858,9.178,175.121,-140.284
3.950,181.640,149.362,19.802,9.197,175.032,-140.397
3.960,181.643,149.398,19.781,9.177,174.995,-140.437
3.970,181.640,149.430,19.787,9.143,175.004,-140.425
3.980,181.638,149.447,19.762,9.153,174.973,-140.476
3.990,181.612,149.412,19.807,9.170,175.043,-140.387
4.000,181.599,149.397,19.890,9.114,175.171,-140.220
4.010,181.589,149.404,19.924,9.083,175.237,-140.152
4.020,181.590,149.429,19.953,9.029,175.287,-140.095
4.030,181.604,149.429,19.936,9.031,175.277,-140.128
4.040,181.619,149.411,19.934,9.035,175.280,-140.132
4.050,181.653,149.457,19.862,9.029,175.182,-140.276
4.060,181.695,149.472,19.809,9.024,175.106,-140.381
4.070,181.740,149.458,19.752,9.050,175.028,-140.496
4.080,181.805,149.472,19.702,9.021,174.957,-140.596
4.090,181.866,149.476,19.661,8.997,174.895,-140.678
4.100,181.926,149.480,19.686,8.908,174.928,-140.627
4.110,182.011,149.484,19.693,8.812,174.941,-140.614
4.120,182.091,149.488,19.645,8.776,174.872,-140.710
4.130,182.158,149.507,19.621,8.714,174.835,-140.757
4.140,182.229,149.549,19.589,8.633,174.783,-140.822
4.150,182.327,149.538,19.540,8.596,174.716,-140.921
4.160,182.464,149.593,19.502,8.442,174.674,-140.997
4.170,182.588,149.606,19.485,8.321,174.659,-141.030
4.180,182.702,149.565,19.480,8.253,174.662,-141.039
4.190,182.799,149.529,19.486,8.186,174.676,-141.028
4.200,182.910,149.551,19.494,8.045,174.697,-141.012
4.210,183.005,149.578,19.490,7.927,174.697,-141.020
4.220,183.113,149.607,19.497,7.783,174.711,-141.006
4.230,183.252,149.659,19.505,7.583,174.741,-140.989
4.240,183.417,149.760,19.493,7.330,174.742,-141.014
4.250,183.626,149.804,19.471,7.100,174.742,-141.059
4.260,183.849,149.835,19.460,6.855,174.767,-141.079
4.270,184.136,149.813,19.427,6.624,174.768,-141.145
4.280,184.449,149.784,19.391,6.376,174.770,-141.217
4.290,184.803,149.810,19.301,6.085,174.704,-141.397
4.300,185.073,149.798,19.287,5.843,174.729,-141.427
4.310,185.301,149.775,19.347,5.576,174.851,-141.305
4.320,185.637,149.795,19.352,5.217,174.921,-141.296
4.330,185.942,149.821,19.410,4.826,175.055,-141.180
4.340,186.246,149.856,19.481,4.416,175.216,-141.037
4.350,186.548,149.903,19.527,4.021,175.346,-140.946
4.360,186.844,149.948,19.603,3.605,175.515,-140.794
4.370,187.171,149.972,19.656,3.202,175.649,-140.689
4.380,187.487,149.925,19.747,2.841,175.835,-140.506
4.390,187.802,149.933,19.810,2.456,175.975,-140.381
4.400,188.126,149.927,19.866,2.081,176.106,-140.267
4.410,188.421,149.942,19.961,1.675,176.282,-140.077
4.420,188.661,149.971,20.090,1.279,176.494,-139.821
4.430,188.942,150.041,20.152,0.865,176.618,-139.696
4.440,189.182,150.019,20.283,0.515,176.839,-139.434
4.450,189.391,150.006,20.402,0.201,177.035,-139.196
4.460,189.577,149.999,20.392,0.031,177.020,-139.215
4.470,189.748,149.921,20.354,0.023,176.940,-139.337
4.480,189.934,149.948,20.147,0.029,176.596,-139.764
4.490,190.148,149.969,19.871,0.013,176.135,-140.259
4.500,190.337,150.018,19.754,0.109,175.915,-140.709
4.510,190.537,150.046,19.583,0.166,175.608,-141.167
4.520,190.694,150.112,19.446,0.252,175.345,-141.612
4.530,190.826,150.168,19.471,0.465,175.326,-141.987
4.540,190.932,150.149,19.504,0.585,175.324,-142.162
4.550,191.058,150.145,19.546,0.749,175.356,-142.406
4.560,191.186,150.130,19.669,0.985,175.519,-142.632
4.570,191.347,150.136,19.784,1.267,175.686,-142.966
4.580,191.463,150.024,19.914,1.401,175.867,-142.975
4.590,191.584,149.983,20.086,1.653,176.108,-143.133
4.600,191.702,149.917,20.178,1.797,176.216,-143.238
4.610,191.775,149.836,20.363,1.974,176.450,-143.222
4.620,191.794,149.772,20.516,2.082,176.614,-143.130
4.630,191.824,149.725,20.725,2.274,176.855,-143.099
4.640,191.835,149.710,20.892,2.438,177.027,-143.092
4.650,191.807,149.670,21.169,2.646,177.376,-142.954
4.660,191.747,149.620,21.370,2.737,177.593,-142.734
4.670,191.688,149.603,21.555,2.847,177.806,-142.583
4.680,191.649,149.592,21.729,2.971,178.003,-142.483
4.690,191.633,149.581,21.859,3.072,178.156,-142.427
4.700,191.640,149.553,21.964,3.157,178.283,-142.386
4.710,191.706,149.526,22.004,3.235,178.325,-142.463
4.720,191.772,149.490,22.031,3.293,178.349,-142.523
4.730,191.840,149.460,22.030,3.330,178.329,-142.601
4.740,191.906,149.435,21.995,3.335,178.265,-142.681
4.750,191.965,149.394,21.961,3.321,178.206,-142.719
4.760,191.987,149.369,21.961,3.317,178.192,-142.713
4.770,191.986,149.335,21.974,3.295,178.206,-142.642
4.780,191.972,149.311,22.023,3.306,178.277,-142.567
4.790,191.985,149.294,22.052,3.331,178.333,-142.558
4.800,191.991,149.263,22.074,3.329,178.374,-142.509
