time,hka,mldfa,mpta,jlca,delta,mldta
0.32,178.277,109.539,72.645,-35.171,7.105427357601002e-15,143.812
0.33,178.236,109.563,72.608,-35.191,1.4210854715202004e-14,143.829
0.34,178.22,109.607,72.651,-35.176,0.0,143.828
0.35,178.194,109.626,72.662,-35.158,1.4210854715202004e-14,143.797
0.36,178.131,109.64,72.546,-35.225,7.105427357601002e-15,143.863
0.37,178.102,109.66,72.558,-35.204,7.105427357601002e-15,143.835
0.38,178.098,109.693,72.583,-35.208,-1.4210854715202004e-14,143.884
0.39,178.037,109.726,72.602,-35.161,0.0,143.798
0.4,178.0,109.758,72.615,-35.142,-0.0009999999999976694,143.766
0.41,177.978,109.769,72.617,-35.13,-7.105427357601002e-15,143.743
0.42,177.868,109.834,72.509,-35.193,0.0,143.775
0.43,177.848,109.858,72.539,-35.167,-1.4210854715202004e-14,143.738
0.44,177.771,109.901,72.467,-35.205,1.4210854715202004e-14,143.777
0.45,177.797,109.896,72.565,-35.129,0.0009999999999976694,143.721
0.46,177.727,109.929,72.523,-35.133,-7.105427357601002e-15,143.659
0.47,177.665,109.971,72.485,-35.152,0.0010000000000047748,143.672
0.48,177.628,109.996,72.431,-35.194,0.0010000000000189857,143.762
0.49,177.524,110.022,72.384,-35.162,-7.105427357601002e-15,143.81
0.5,177.461,110.028,72.381,-35.108,-2.1316282072803006e-14,143.839
0.51,177.419,110.078,72.402,-35.095,-1.4210854715202004e-14,143.762
0.52,177.35,110.083,72.403,-35.03,1.4210854715202004e-14,143.772
0.53,177.28,110.108,72.407,-34.98,-0.0010000000000118803,143.763
0.54,177.223,110.129,72.411,-34.941,-1.4210854715202004e-14,143.757
0.55,177.086,110.134,72.402,-34.818,-1.4210854715202004e-14,143.795
0.56,177.094,110.178,72.418,-34.854,1.4210854715202004e-14,143.752
0.57,177.107,110.075,72.404,-34.778,-7.105427357601002e-15,143.848
0.58,177.099,110.066,72.396,-34.769,7.105427357601002e-15,143.892
0.59,176.966,110.028,72.382,-34.612,-7.105427357601002e-15,143.958
0.6,176.989,110.082,72.404,-34.667,0.0,143.897
0.61,176.915,110.081,72.404,-34.592,0.0,143.906
0.62,176.863,110.08,72.408,-34.535,0.0,143.895
0.63,176.861,110.133,72.407,-34.587,1.4210854715202004e-14,143.898
0.64,176.815,110.147,72.404,-34.558,-7.105427357601002e-15,143.919
0.65,176.788,110.156,72.4,-34.544,-1.4210854715202004e-14,143.947
0.66,176.759,110.159,72.399,-34.519,7.105427357601002e-15,143.946
0.67,176.711,110.145,72.402,-34.455,0.000999999999990564,143.958
0.68,176.669,110.086,72.403,-34.352,-7.105427357601002e-15,143.974
0.69,176.643,110.103,72.404,-34.342,0.0,143.973
0.7,176.609,110.109,72.413,-34.305,-7.105427357601002e-15,143.951
0.71,176.602,110.117,72.412,-34.307,0.0,143.96
0.72,176.616,110.1,72.412,-34.304,0.0,143.945
0.73,176.575,110.096,72.409,-34.262,1.4210854715202004e-14,143.972
0.74,176.595,110.178,72.404,-34.37,0.0009999999999976694,143.978
0.75,176.579,110.19,72.4,-34.369,0.0,144.024
0.76,176.51,110.122,72.41,-34.223,0.0010000000000047748,144.02
0.77,176.477,110.122,72.411,-34.188,0.0,144.019
0.78,176.456,110.126,72.416,-34.167,0.0010000000000047748,144.005
0.79,176.439,110.14,72.419,-34.16,0.0,143.987
0.8,176.421,110.161,72.424,-34.158,1.4210854715202004e-14,143.957
0.81,176.391,110.171,72.435,-34.127,7.105427357601002e-15,143.898
0.82,176.347,110.172,72.444,-34.075,0.0,143.839
0.83,176.305,110.171,72.452,-34.023,-0.0010000000000118803,143.795
0.84,176.431,110.178,72.423,-34.186,-7.105427357601002e-15,143.922
0.85,176.455,110.151,72.407,-34.199,-1.4210854715202004e-14,143.996
0.86,176.433,110.188,72.424,-34.197,1.4210854715202004e-14,143.935
0.87,176.425,110.198,72.427,-34.196,0.0,143.927
0.88,176.449,110.191,72.424,-34.215,-0.0010000000000047748,143.939
0.89,176.459,110.157,72.421,-34.196,0.0010000000000047748,143.945
0.9,176.431,110.135,72.429,-34.136,-0.0010000000000118803,143.904
0.91,176.425,110.148,72.426,-34.147,-7.105427357601002e-15,143.946
0.92,176.434,110.152,72.425,-34.161,0.0,143.953
0.93,176.432,110.153,72.426,-34.159,7.105427357601002e-15,143.96
0.94,176.327,110.147,72.441,-34.033,0.0,143.946
0.95,176.341,110.127,72.435,-34.033,0.0,143.982
0.96,176.41,110.092,72.417,-34.085,7.105427357601002e-15,144.075
0.97,176.813,109.956,72.339,-34.43,7.105427357601002e-15,144.448
0.98,176.841,109.943,72.338,-34.447,0.000999999999990564,144.453
0.99,177.077,109.959,72.298,-34.738,0.0,144.578
1.0,177.091,109.94,72.297,-34.735,0.000999999999990564,144.581
1.01,177.048,109.876,72.303,-34.621,-7.105427357601002e-15,144.579
1.02,177.112,109.823,72.301,-34.634,1.4210854715202004e-14,144.518
1.03,177.108,109.796,72.303,-34.601,-1.4210854715202004e-14,144.537
1.04,177.098,109.797,72.309,-34.586,-1.4210854715202004e-14,144.532
1.05,177.142,109.776,72.304,-34.613,-0.000999999999990564,144.574
1.06,177.271,109.837,72.286,-34.822,1.4210854715202004e-14,144.645
1.07,177.31,109.795,72.281,-34.824,0.0,144.693
1.08,177.121,109.77,72.315,-34.576,-7.105427357601002e-15,144.624
1.09,177.206,109.729,72.308,-34.626,-0.0009999999999834586,144.67
1.1,177.224,109.666,72.311,-34.579,2.1316282072803006e-14,144.68
1.11,177.281,109.633,72.307,-34.606,-0.0009999999999976694,144.683
1.12,177.314,109.619,72.306,-34.627,7.105427357601002e-15,144.677
1.13,177.337,109.613,72.31,-34.641,0.0010000000000118803,144.639
1.14,177.316,109.619,72.315,-34.62,-7.105427357601002e-15,144.589
1.15,177.29,109.616,72.319,-34.587,1.4210854715202004e-14,144.557
1.16,177.322,109.588,72.313,-34.597,7.105427357601002e-15,144.605
1.17,177.327,109.561,72.31,-34.577,-0.0010000000000047748,144.647
1.18,177.375,109.493,72.29,-34.578,1.4210854715202004e-14,144.808
1.19,177.464,109.409,72.265,-34.608,-7.105427357601002e-15,144.982
1.2,177.485,109.37,72.264,-34.591,-2.1316282072803006e-14,145.014
1.21,177.489,109.253,72.221,-34.521,0.0,145.203
1.22,177.488,109.234,72.224,-34.498,7.105427357601002e-15,145.187
1.23,177.484,109.21,72.224,-34.47,0.0,145.171
1.24,177.554,109.145,72.211,-34.488,0.0,145.226
1.25,177.486,109.156,72.222,-34.42,0.0,145.15
1.26,177.536,109.189,72.159,-34.567,0.0010000000000118803,145.387
1.27,177.431,109.135,72.163,-34.403,-2.1316282072803006e-14,145.402
1.28,177.373,109.093,72.166,-34.301,0.0010000000000047748,145.429
1.29,177.345,109.056,72.172,-34.229,0.0,145.426
1.3,177.339,109.002,72.166,-34.175,0.0,145.499
1.31,176.231,109.814,72.382,-33.663,1.4210854715202004e-14,144.445
1.32,176.218,109.804,72.384,-33.637,-0.000999999999990564,144.457
1.33,176.146,109.861,72.421,-33.585,-0.0009999999999834586,144.283
1.34,176.116,109.836,72.418,-33.534,-7.105427357601002e-15,144.303
1.35,176.065,109.817,72.422,-33.46,7.105427357601002e-15,144.275
1.36,176.002,109.82,72.429,-33.393,0.0,144.216
1.37,175.967,109.811,72.433,-33.345,-1.4210854715202004e-14,144.185
1.38,175.947,109.813,72.438,-33.322,0.0,144.127
1.39,175.944,109.802,72.442,-33.305,0.0009999999999976694,144.105
1.4,175.976,109.733,72.424,-33.285,0.0,144.142
1.41,176.042,109.684,72.422,-33.305,0.0009999999999976694,144.172
1.42,176.062,109.64,72.42,-33.282,-1.4210854715202004e-14,144.195
1.43,176.106,109.673,72.435,-33.343,-0.000999999999990564,144.163
1.44,176.164,109.645,72.428,-33.38,-0.0009999999999834586,144.195
1.45,176.157,109.626,72.435,-33.347,-0.0010000000000118803,144.149
1.46,176.131,109.61,72.441,-33.3,0.0,144.092
1.47,176.089,109.606,72.452,-33.243,7.105427357601002e-15,143.997
1.48,176.054,109.552,72.458,-33.148,-7.105427357601002e-15,143.962
1.49,176.14,109.529,72.458,-33.212,0.0010000000000189857,143.962
1.5,176.21,109.483,72.455,-33.238,-1.4210854715202004e-14,143.973
1.51,176.332,109.429,72.448,-33.312,-0.0010000000000047748,144.015
1.52,176.511,109.293,72.435,-33.368,-0.0009999999999976694,144.085
1.53,176.666,109.249,72.425,-33.489,-0.0009999999999976694,144.11
1.54,176.877,109.219,72.409,-33.688,0.0010000000000047748,144.143
1.55,177.014,109.187,72.398,-33.803,-1.4210854715202004e-14,144.131
1.56,177.166,109.168,72.38,-33.954,-7.105427357601002e-15,144.207
1.57,177.341,109.197,72.371,-34.168,0.0009999999999834586,144.223
1.58,177.066,109.124,72.437,-33.752,-0.0009999999999976694,143.955
1.59,177.284,109.097,72.413,-33.969,0.0010000000000118803,144.052
1.6,177.428,109.057,72.402,-34.084,0.0010000000000047748,144.106
1.61,177.576,109.025,72.398,-34.203,0.0,144.124
1.62,177.721,108.991,72.391,-34.321,0.0,144.161
1.63,177.889,108.957,72.383,-34.464,0.000999999999990564,144.2
1.64,178.004,108.916,72.38,-34.54,7.105427357601002e-15,144.216
1.65,178.15,108.878,72.369,-34.659,-7.105427357601002e-15,144.275
1.66,178.279,108.844,72.36,-34.763,7.105427357601002e-15,144.322
1.67,178.389,108.823,72.354,-34.858,-7.105427357601002e-15,144.345
1.68,178.479,108.81,72.352,-34.937,-1.4210854715202004e-14,144.345
1.69,178.597,108.796,72.343,-35.05,-1.4210854715202004e-14,144.378
1.7,178.687,108.762,72.34,-35.11,0.000999999999990564,144.364
1.71,178.733,108.749,72.344,-35.137,-0.0010000000000047748,144.32
1.72,178.833,108.735,72.342,-35.226,0.0,144.302
1.73,178.924,108.719,72.338,-35.305,-7.105427357601002e-15,144.302
1.74,178.959,108.74,72.433,-35.266,7.105427357601002e-15,144.234
1.75,179.035,108.654,72.374,-35.315,0.0,144.307
1.76,179.031,108.65,72.362,-35.319,-1.4210854715202004e-14,144.311
1.77,179.054,108.633,72.362,-35.326,0.0009999999999976694,144.336
1.78,179.024,108.641,72.342,-35.323,-7.105427357601002e-15,144.307
1.79,179.11,108.59,72.372,-35.328,-1.4210854715202004e-14,144.365
1.8,179.143,108.579,72.393,-35.329,7.105427357601002e-15,144.429
1.81,179.158,108.572,72.41,-35.32,7.105427357601002e-15,144.416
1.82,179.177,108.589,72.488,-35.277,-0.000999999999990564,144.369
1.83,179.145,108.612,72.483,-35.273,-0.0009999999999976694,144.326
1.84,179.147,108.608,72.491,-35.264,7.105427357601002e-15,144.294
1.85,179.124,108.625,72.486,-35.263,7.105427357601002e-15,144.263
1.86,179.111,108.637,72.482,-35.266,7.105427357601002e-15,144.252
1.87,179.102,108.641,72.457,-35.286,-1.4210854715202004e-14,144.269
1.88,179.087,108.653,72.461,-35.278,-0.0009999999999976694,144.246
1.89,179.075,108.665,72.459,-35.281,7.105427357601002e-15,144.294
1.9,179.024,108.702,72.485,-35.241,0.0,144.177
1.91,179.022,108.71,72.507,-35.226,0.0010000000000189857,144.168
1.92,179.037,108.706,72.514,-35.229,-1.4210854715202004e-14,144.201
1.93,178.935,108.768,72.508,-35.195,-7.105427357601002e-15,144.079
1.94,178.906,108.79,72.51,-35.187,0.000999999999990564,144.056
1.95,178.869,108.82,72.502,-35.186,-0.0009999999999976694,144.028
1.96,178.821,108.852,72.488,-35.186,0.0009999999999976694,144.007
1.97,178.827,108.869,72.493,-35.203,0.0,144.064
1.98,178.716,108.935,72.452,-35.2,0.000999999999990564,144.015
1.99,178.764,108.888,72.419,-35.233,-2.1316282072803006e-14,144.028
2.0,178.617,108.888,72.397,-35.108,7.105427357601002e-15,143.919
2.01,178.599,108.877,72.399,-35.077,1.4210854715202004e-14,143.917
2.02,178.591,108.887,72.402,-35.076,-7.105427357601002e-15,143.904
2.03,178.585,108.904,72.406,-35.082,-0.0009999999999976694,143.884
2.04,178.593,108.898,72.389,-35.102,7.105427357601002e-15,143.988
2.05,178.586,108.929,72.385,-35.131,0.000999999999990564,144.02
2.06,178.543,108.927,72.384,-35.086,-1.4210854715202004e-14,144.022
2.07,178.731,108.887,72.319,-35.299,7.105427357601002e-15,144.397
2.08,178.712,108.958,72.335,-35.335,7.105427357601002e-15,144.328
2.09,178.728,108.938,72.341,-35.324,-0.0010000000000189857,144.316
2.1,178.7,108.994,72.42,-35.274,1.4210854715202004e-14,144.285
2.11,178.684,108.986,72.509,-35.161,0.0,144.108
2.12,178.706,108.987,72.488,-35.205,1.4210854715202004e-14,144.283
2.13,178.73,108.958,72.445,-35.243,7.105427357601002e-15,144.346
2.14,178.777,108.919,72.434,-35.262,1.4210854715202004e-14,144.409
2.15,178.873,108.858,72.288,-35.443,0.0,144.851
2.16,178.94,108.818,72.26,-35.498,7.105427357601002e-15,145.026
2.17,178.866,108.836,72.389,-35.313,-1.4210854715202004e-14,144.539
2.18,178.842,108.868,72.427,-35.283,0.0,144.493
2.19,178.88,108.839,72.425,-35.293,-0.0009999999999976694,144.533
2.2,178.876,108.85,72.458,-35.268,0.0,144.516
2.21,178.881,108.847,72.483,-35.245,7.105427357601002e-15,144.494
2.22,178.895,108.837,72.512,-35.22,-1.4210854715202004e-14,144.467
2.23,178.934,108.814,72.529,-35.22,0.0010000000000047748,144.495
2.24,178.949,108.807,72.571,-35.185,-1.4210854715202004e-14,144.443
2.25,178.975,108.796,72.606,-35.165,-7.105427357601002e-15,144.435
2.26,179.015,108.773,72.626,-35.163,0.0010000000000189857,144.456
2.27,179.055,108.751,72.641,-35.165,-7.105427357601002e-15,144.487
2.28,179.099,108.72,72.654,-35.165,7.105427357601002e-15,144.512
2.29,179.142,108.691,72.677,-35.156,7.105427357601002e-15,144.525
2.3,179.19,108.67,72.715,-35.144,-0.0009999999999976694,144.551
2.31,179.241,108.644,72.755,-35.129,-0.0010000000000260911,144.581
2.32,179.302,108.613,72.803,-35.111,-0.0009999999999976694,144.592
2.33,179.358,108.581,72.846,-35.093,0.0,144.594
2.34,179.414,108.545,72.88,-35.079,7.105427357601002e-15,144.558
2.35,179.459,108.52,72.894,-35.085,7.105427357601002e-15,144.577
2.36,179.484,108.497,72.893,-35.089,0.000999999999990564,144.57
2.37,179.529,108.47,72.932,-35.067,7.105427357601002e-15,144.553
2.38,179.557,108.457,72.939,-35.075,1.4210854715202004e-14,144.6
2.39,179.585,108.451,72.953,-35.082,-0.0009999999999976694,144.657
2.4,179.61,108.447,72.985,-35.072,-1.4210854715202004e-14,144.691
2.41,179.628,108.443,73.015,-35.056,1.4210854715202004e-14,144.704
2.42,179.663,108.423,73.033,-35.053,-1.4210854715202004e-14,144.742
2.43,179.674,108.416,73.029,-35.061,-7.105427357601002e-15,144.804
2.44,179.689,108.412,73.03,-35.07,-0.0009999999999976694,144.871
2.45,179.721,108.395,73.052,-35.064,7.105427357601002e-15,144.914
2.46,179.764,108.374,73.067,-35.07,-0.0010000000000118803,144.98
2.47,179.79,108.359,73.071,-35.078,1.4210854715202004e-14,145.027
2.48,179.797,108.36,73.075,-35.082,7.105427357601002e-15,145.055
2.49,179.8,108.365,73.081,-35.084,0.0,145.083
2.5,179.77,108.391,73.093,-35.068,-1.4210854715202004e-14,145.059
2.51,179.752,108.412,73.101,-35.063,-1.4210854715202004e-14,145.073
2.52,179.753,108.419,73.094,-35.078,1.4210854715202004e-14,145.154
2.53,179.79,108.388,73.091,-35.086,-0.0010000000000047748,145.204
2.54,179.846,108.35,73.102,-35.094,7.105427357601002e-15,145.331
2.55,179.943,108.29,73.135,-35.098,-1.4210854715202004e-14,145.511
2.56,180.049,108.217,73.134,-35.133,0.0009999999999976694,145.76
2.57,180.153,108.148,73.14,-35.16,-0.000999999999990564,146.032
2.58,180.254,108.082,73.11,-35.227,0.0010000000000118803,146.399
2.59,180.327,108.04,73.042,-35.325,0.0,146.836
2.6,180.376,108.014,72.911,-35.48,0.0009999999999976694,147.367
2.61,180.422,107.992,72.804,-35.61,0.0,147.862
2.62,180.462,107.972,72.737,-35.696,-0.000999999999990564,148.282
2.63,180.446,107.99,72.6,-35.836,0.0,148.712
2.64,180.446,108.0,72.442,-36.003,-0.0010000000000047748,149.15
2.65,180.456,107.998,72.404,-36.05,0.0,149.374
2.66,180.431,108.028,72.295,-36.163,-0.0010000000000189857,149.668
2.67,180.429,108.033,72.245,-36.216,-0.0009999999999976694,149.799
2.68,180.636,107.899,72.029,-36.506,0.0,150.467
2.69,180.606,107.924,72.034,-36.496,7.105427357601002e-15,150.404
2.7,180.593,107.935,72.181,-36.347,7.105427357601002e-15,150.132
2.71,180.495,107.999,72.18,-36.315,0.0010000000000047748,149.964
2.72,180.469,108.021,72.212,-36.278,7.105427357601002e-15,149.847
2.73,180.4,108.067,72.217,-36.251,0.0009999999999976694,149.74
2.74,180.33,108.122,72.194,-36.258,-7.105427357601002e-15,149.714
2.75,180.329,108.128,72.195,-36.262,-1.4210854715202004e-14,149.767
2.76,180.34,108.124,72.143,-36.32,-0.0009999999999976694,149.931
2.77,180.336,108.135,72.111,-36.36,-1.4210854715202004e-14,150.062
2.78,180.364,108.121,72.105,-36.38,7.105427357601002e-15,150.156
2.79,180.409,108.101,72.109,-36.4,-0.0009999999999976694,150.222
2.8,180.352,108.137,72.079,-36.41,-1.4210854715202004e-14,150.219
2.81,180.352,108.142,72.101,-36.394,0.0009999999999976694,150.188
2.82,180.3,108.183,72.136,-36.347,-2.1316282072803006e-14,150.054
2.83,180.279,108.202,72.215,-36.266,7.105427357601002e-15,149.888
2.84,180.216,108.251,72.224,-36.243,-7.105427357601002e-15,149.775
2.85,180.148,108.29,72.161,-36.277,0.0,149.773
2.86,180.116,108.329,72.142,-36.303,-1.4210854715202004e-14,149.84
2.87,180.071,108.369,72.139,-36.3,-0.0010000000000047748,149.822
2.88,179.997,108.423,72.114,-36.306,-1.4210854715202004e-14,149.814
2.89,179.958,108.454,72.064,-36.348,0.0,149.902
2.9,179.921,108.458,71.949,-36.431,0.0010000000000047748,150.036
2.91,179.867,108.526,71.965,-36.428,1.4210854715202004e-14,150.066
2.92,179.807,108.57,71.948,-36.429,1.4210854715202004e-14,150.066
2.93,179.773,108.597,71.901,-36.469,7.105427357601002e-15,150.15
2.94,179.701,108.649,71.879,-36.472,0.0010000000000118803,150.135
2.95,179.548,108.756,71.809,-36.495,-7.105427357601002e-15,150.073
2.96,179.471,108.802,71.72,-36.553,-1.4210854715202004e-14,150.144
2.97,179.413,108.852,71.737,-36.527,-0.0010000000000189857,150.088
2.98,179.339,108.88,71.742,-36.477,7.105427357601002e-15,150.062
2.99,179.27,108.892,71.744,-36.418,-7.105427357601002e-15,150.072
3.0,179.24,108.961,71.728,-36.473,-1.4210854715202004e-14,150.154
3.01,179.193,108.943,71.721,-36.414,-0.0010000000000047748,150.216
3.02,179.159,108.895,71.715,-36.339,1.4210854715202004e-14,150.284
3.03,179.123,108.912,71.723,-36.313,0.0010000000000047748,150.245
3.04,179.071,109.004,71.73,-36.346,0.0009999999999976694,150.202
3.05,179.007,108.989,71.719,-36.277,-1.4210854715202004e-14,150.252
3.06,178.832,109.036,71.751,-36.118,0.0010000000000118803,150.113
3.07,178.707,109.113,71.771,-36.049,7.105427357601002e-15,150.036
3.08,178.877,109.188,71.79,-36.276,0.0009999999999976694,149.964
3.09,178.771,109.11,71.758,-36.123,7.105427357601002e-15,150.093
3.1,178.692,109.134,71.768,-36.058,-7.105427357601002e-15,150.061
3.11,178.638,109.039,71.719,-35.957,-0.0010000000000118803,150.239
3.12,178.612,109.099,71.741,-35.97,0.0,150.105
3.13,178.583,109.098,71.747,-35.935,0.0010000000000047748,150.086
3.14,178.594,109.081,71.727,-35.948,7.105427357601002e-15,150.154
3.15,178.528,109.132,71.755,-35.905,0.0,150.036
3.16,178.554,109.089,71.755,-35.888,-7.105427357601002e-15,150.02
3.17,178.504,109.09,71.775,-35.82,0.0010000000000118803,149.956
3.18,178.635,108.919,71.721,-35.833,1.4210854715202004e-14,150.243
3.19,178.68,108.979,71.701,-35.958,-1.4210854715202004e-14,150.344
3.2,178.667,108.977,71.693,-35.951,-7.105427357601002e-15,150.4
3.21,178.632,109.004,71.697,-35.939,-7.105427357601002e-15,150.397
3.22,178.629,108.979,71.683,-35.925,1.4210854715202004e-14,150.466
3.23,178.809,108.873,71.63,-36.052,-7.105427357601002e-15,150.704
3.24,178.605,108.991,71.686,-35.911,0.0010000000000189857,150.336
3.25,178.621,108.955,71.671,-35.905,0.0,150.406
3.26,178.621,108.922,71.661,-35.881,-0.0010000000000047748,150.459
3.27,178.581,108.91,71.664,-35.827,1.4210854715202004e-14,150.446
3.28,178.562,108.905,71.665,-35.802,-7.105427357601002e-15,150.448
3.29,178.397,108.935,71.695,-35.637,0.0,150.313
3.3,178.447,108.846,71.682,-35.611,-7.105427357601002e-15,150.381
3.31,178.297,108.881,71.695,-35.484,0.0009999999999976694,150.338
3.32,178.167,108.93,71.726,-35.371,-7.105427357601002e-15,150.21
3.33,178.186,108.959,71.741,-35.404,-7.105427357601002e-15,150.132
3.34,178.166,108.95,71.738,-35.377,-0.0009999999999976694,150.145
3.35,178.076,109.008,71.773,-35.31,-0.000999999999990564,149.955
3.36,178.233,108.959,71.74,-35.452,-1.4210854715202004e-14,150.152
3.37,178.211,108.971,71.749,-35.434,0.0009999999999763531,150.026
3.38,178.265,108.867,71.71,-35.421,-0.0009999999999976694,150.241
3.39,178.25,108.848,71.702,-35.396,0.0,150.32
3.4,178.178,108.845,71.71,-35.312,-0.0010000000000047748,150.305
3.41,178.171,108.778,71.697,-35.252,7.105427357601002e-15,150.397
3.42,178.111,108.76,71.709,-35.161,-0.000999999999990564,150.363
3.43,178.017,108.785,71.735,-35.066,-0.000999999999990564,150.231
3.44,178.03,108.797,71.745,-35.082,7.105427357601002e-15,150.172
3.45,177.964,108.798,71.751,-35.011,7.105427357601002e-15,150.145
3.46,177.948,108.788,71.762,-34.973,-0.0010000000000047748,150.082
3.47,177.907,108.789,71.779,-34.917,-1.4210854715202004e-14,150.001
3.48,177.969,108.734,71.769,-34.934,1.4210854715202004e-14,150.058
3.49,178.01,108.693,71.758,-34.945,7.105427357601002e-15,150.116
3.5,178.011,108.651,71.751,-34.91,-0.000999999999990564,150.166
3.51,177.938,108.638,71.758,-34.819,0.0010000000000047748,150.166
3.52,177.952,108.57,71.74,-34.781,-0.0009999999999976694,150.295
3.53,177.522,108.73,71.836,-34.417,0.0010000000000047748,149.845
3.54,177.425,108.736,71.865,-34.296,-2.1316282072803006e-14,149.696
3.55,176.538,109.382,72.043,-33.876,-0.0010000000000118803,148.881
3.56,176.494,109.375,72.053,-33.817,0.0009999999999976694,148.844
3.57,176.468,109.335,72.056,-33.746,-0.0009999999999834586,148.855
3.58,176.472,109.224,72.022,-33.675,0.000999999999990564,149.031
3.59,176.47,109.195,72.025,-33.64,1.4210854715202004e-14,149.014
3.6,176.649,109.1,71.99,-33.758,-0.0009999999999976694,149.235
3.61,176.586,109.135,72.01,-33.711,-1.4210854715202004e-14,149.083
3.62,176.514,109.083,72.005,-33.592,-1.4210854715202004e-14,149.16
3.63,176.643,109.001,71.964,-33.68,-7.105427357601002e-15,149.359
3.64,176.726,108.968,71.948,-33.745,-0.0010000000000118803,149.417
3.65,176.697,108.977,71.962,-33.712,0.0,149.349
3.66,176.722,108.938,71.959,-33.702,0.000999999999990564,149.381
3.67,176.695,108.967,71.97,-33.692,7.105427357601002e-15,149.331
3.68,176.74,108.873,71.942,-33.672,0.0009999999999763531,149.435
3.69,176.856,108.858,71.95,-33.763,-0.0009999999999976694,149.381
3.7,176.781,108.889,71.974,-33.696,0.0,149.204
3.71,176.906,108.834,71.957,-33.782,-0.0010000000000189857,149.288
3.72,176.742,108.877,71.983,-33.636,2.1316282072803006e-14,149.103
3.73,176.662,108.924,72.01,-33.576,-7.105427357601002e-15,148.991
3.74,176.73,108.868,72.0,-33.597,-0.0009999999999834586,149.026
3.75,176.798,108.815,71.992,-33.621,7.105427357601002e-15,149.066
3.76,176.907,108.75,71.977,-33.679,-0.0010000000000047748,149.138
3.77,177.013,108.685,71.965,-33.733,-7.105427357601002e-15,149.2
3.78,177.117,108.634,71.955,-33.796,7.105427357601002e-15,149.249
3.79,177.203,108.602,71.953,-33.851,-0.0010000000000047748,149.245
3.8,177.292,108.577,71.951,-33.918,-7.105427357601002e-15,149.234
3.81,177.336,108.563,71.955,-33.944,-1.4210854715202004e-14,149.171
3.82,177.421,108.535,71.951,-34.006,0.0010000000000047748,149.163
3.83,177.499,108.513,71.954,-34.058,-7.105427357601002e-15,149.096
3.84,177.629,108.447,71.94,-34.137,0.0010000000000047748,149.159
3.85,177.883,108.391,71.92,-34.353,-0.0010000000000118803,149.264
3.86,177.981,108.362,71.923,-34.42,1.4210854715202004e-14,149.232
3.87,178.115,108.284,71.906,-34.493,-7.105427357601002e-15,149.35
3.88,178.34,108.248,71.884,-34.703,-0.0010000000000047748,149.446
3.89,178.561,108.214,71.857,-34.918,-7.105427357601002e-15,149.638
3.9,178.508,108.218,71.907,-34.819,-1.4210854715202004e-14,149.532
3.91,178.659,108.181,71.899,-34.941,1.4210854715202004e-14,149.528
3.92,178.917,108.113,71.87,-35.159,-0.0009999999999976694,149.61
3.93,178.99,108.077,71.865,-35.203,0.000999999999990564,149.657
3.94,179.123,108.019,71.857,-35.285,0.0,149.656
