time,hka,mldfa,mpta,jlca,mldta
0.000,178.260,145.169,37.112,0.541,143.887
0.010,178.246,145.166,37.119,0.531,143.882
0.020,178.235,145.168,37.121,0.524,143.880
0.030,178.225,145.164,37.128,0.517,143.869
0.040,178.227,145.165,37.125,0.517,143.875
0.050,178.218,145.167,37.132,0.517,143.862
0.060,178.250,145.171,37.125,0.546,143.875
0.070,178.250,145.173,37.119,0.541,143.880
0.080,178.254,145.172,37.119,0.545,143.875
0.090,178.252,145.166,37.123,0.541,143.858
0.100,178.269,145.169,37.116,0.554,143.867
0.110,178.252,145.171,37.118,0.540,143.864
0.120,178.253,145.170,37.126,0.550,143.856
0.130,178.262,145.165,37.122,0.549,143.873
0.140,178.264,145.166,37.119,0.549,143.885
0.150,178.270,145.169,37.115,0.554,143.895
0.160,178.263,145.167,37.119,0.549,143.893
0.170,178.253,145.170,37.130,0.552,143.874
0.180,178.239,145.166,37.133,0.538,143.866
0.190,178.238,145.173,37.126,0.538,143.873
0.200,178.250,145.168,37.119,0.538,143.883
0.210,178.258,145.263,37.113,0.634,143.865
0.220,178.257,145.265,37.111,0.633,143.865
0.230,178.255,145.260,37.136,0.650,143.831
0.240,178.252,145.255,37.123,0.629,143.861
0.250,178.222,145.179,37.131,0.532,143.867
0.260,178.204,145.185,37.116,0.505,143.901
0.270,178.190,145.182,37.132,0.505,143.873
0.280,178.181,145.190,37.128,0.499,143.891
0.290,178.162,145.193,37.126,0.481,143.896
0.300,178.138,145.272,37.119,0.528,143.889
0.310,178.113,145.252,37.117,0.482,143.900
0.320,178.103,145.209,37.134,0.446,143.890
0.330,178.062,145.199,37.131,0.392,143.908
0.340,178.046,145.299,37.118,0.464,143.907
0.350,178.021,145.303,37.144,0.468,143.875
0.360,177.959,145.219,37.125,0.303,143.942
0.370,177.931,145.219,37.155,0.306,143.913
0.380,177.927,145.311,37.122,0.360,143.963
0.390,177.867,145.287,37.198,0.352,143.876
0.400,177.830,145.307,37.222,0.360,143.844
0.410,177.809,145.297,37.245,0.351,143.820
0.420,177.701,145.272,37.227,0.199,143.851
0.430,177.681,145.302,37.250,0.233,143.814
0.440,177.606,145.277,37.246,0.128,143.852
0.450,177.633,145.314,37.301,0.248,143.795
0.460,177.564,145.270,37.335,0.169,143.731
0.470,177.503,145.272,37.336,0.112,143.743
0.480,177.468,145.273,37.306,0.048,143.832
0.490,177.365,145.280,37.277,0.078,143.880
0.500,177.303,145.292,37.267,0.138,143.908
0.510,177.262,145.299,37.331,0.109,143.829
0.520,177.194,145.301,37.334,0.171,143.838
0.530,177.124,145.316,37.347,0.212,143.828
0.540,177.068,145.329,37.360,0.243,143.820
0.550,176.933,145.351,37.334,0.383,143.857
0.560,176.941,145.362,37.382,0.315,143.813
0.570,176.957,145.286,37.340,0.417,143.908
0.580,176.949,145.291,37.317,0.443,143.950
0.590,176.817,145.281,37.275,0.627,144.015
0.600,176.841,145.290,37.340,0.528,143.952
0.610,176.768,145.288,37.341,0.602,143.960
0.620,176.717,145.278,37.354,0.651,143.946
0.630,176.716,145.333,37.351,0.601,143.948
0.640,176.671,145.351,37.344,0.635,143.967
0.650,176.645,145.367,37.332,0.656,143.993
0.660,176.616,145.371,37.330,0.683,143.990
0.670,176.569,145.352,37.337,0.742,144.001
0.680,176.528,145.288,37.343,0.841,144.016
0.690,176.503,145.301,37.346,0.849,144.012
0.700,176.469,145.290,37.372,0.868,143.988
0.710,176.463,145.297,37.371,0.868,143.996
0.720,176.477,145.281,37.370,0.872,143.976
0.730,176.437,145.282,37.362,0.919,144.002
0.740,176.458,145.375,37.346,0.821,144.007
0.750,176.442,145.392,37.336,0.830,144.051
0.760,176.374,145.303,37.366,0.957,144.046
0.770,176.342,145.300,37.371,0.988,144.042
0.780,176.321,145.294,37.384,1.000,144.026
0.790,176.304,145.300,37.395,1.001,144.006
0.800,176.287,145.309,37.412,0.992,143.973
0.810,176.257,145.298,37.444,1.002,143.910
0.820,176.213,145.279,37.473,1.035,143.848
0.830,176.172,145.261,37.497,1.071,143.801
0.840,176.298,145.325,37.411,0.966,143.927
0.850,176.323,145.329,37.363,0.986,143.999
0.860,176.301,145.331,37.414,0.954,143.935
0.870,176.292,145.335,37.423,0.950,143.925
0.880,176.316,145.333,37.416,0.935,143.934
0.890,176.327,145.305,37.406,0.962,143.937
0.900,176.298,145.266,37.433,1.004,143.892
0.910,176.292,145.285,37.423,1.000,143.932
0.920,176.301,145.290,37.422,0.987,143.937
0.930,176.298,145.290,37.423,0.989,143.941
0.940,176.193,145.253,37.469,1.085,143.925
0.950,176.207,145.245,37.452,1.096,143.959
0.960,176.275,145.246,37.400,1.079,144.049
0.970,176.676,145.268,37.164,0.892,144.422
0.980,176.703,145.257,37.162,0.877,144.423
0.990,176.937,145.355,37.043,0.665,144.545
1.000,176.950,145.339,37.041,0.670,144.545
1.010,176.905,145.264,37.059,0.772,144.540
1.020,176.967,145.216,37.053,0.764,144.474
1.030,176.962,145.185,37.060,0.792,144.493
1.040,176.950,145.176,37.078,0.795,144.486
1.050,176.992,145.165,37.066,0.777,144.526
1.060,177.119,145.265,37.010,0.606,144.595
1.070,177.156,145.235,36.996,0.613,144.642
1.080,176.965,145.142,37.100,0.793,144.573
1.090,177.047,145.117,37.079,0.757,144.618
1.100,177.064,145.049,37.089,0.798,144.626
1.110,177.118,145.027,37.077,0.778,144.628
1.120,177.147,145.019,37.073,0.761,144.621
1.130,177.168,145.009,37.083,0.740,144.583
1.140,177.143,145.007,37.101,0.749,144.532
1.150,177.113,144.999,37.113,0.774,144.499
1.160,177.143,144.986,37.095,0.776,144.547
1.170,177.144,144.969,37.085,0.803,144.588
1.180,177.189,144.944,37.026,0.841,144.751
1.190,177.275,144.913,36.951,0.861,144.924
1.200,177.293,144.879,36.947,0.881,144.957
