time,hka,mldfa,mpta,jlca,mldta
0.000,173.286,148.734,35.723,2.257,150.843
0.010,173.201,148.737,35.739,2.323,150.831
0.020,173.119,148.732,35.744,2.404,150.835
0.030,173.023,148.753,35.773,2.451,150.806
0.040,172.921,148.742,35.780,2.556,150.818
0.050,172.822,148.749,35.793,2.636,150.817
0.060,172.697,148.770,35.815,2.719,150.802
0.070,172.567,148.788,35.838,2.806,150.785
0.080,172.428,148.800,35.871,2.902,150.751
0.090,172.293,148.839,35.898,2.970,150.721
0.100,172.167,148.883,35.926,3.024,150.694
0.110,172.056,148.875,35.945,3.124,150.689
0.120,171.928,148.858,35.973,3.241,150.665
0.130,171.804,148.864,35.986,3.346,150.654
0.140,171.679,148.876,36.031,3.414,150.595
0.150,171.536,148.891,36.072,3.502,150.539
0.160,171.385,148.900,36.127,3.587,150.462
0.170,171.217,148.907,36.176,3.699,150.393
0.180,171.069,148.946,36.225,3.760,150.327
0.190,170.913,148.936,36.257,3.894,150.295
0.200,170.764,148.933,36.303,4.000,150.246
0.210,170.607,148.937,36.327,4.128,150.232
0.220,170.446,148.947,36.375,4.231,150.189
0.230,170.278,148.951,36.430,4.341,150.130
0.240,170.150,148.966,36.442,4.442,150.133
0.250,169.984,148.967,36.513,4.536,150.051
0.260,169.829,148.958,36.541,4.672,150.035
0.270,169.651,148.987,36.623,4.738,149.924
0.280,169.475,148.992,36.698,4.835,149.829
0.290,169.292,148.990,36.775,4.943,149.732
0.300,169.128,148.994,36.843,5.034,149.649
0.310,168.964,148.987,36.908,5.141,149.574
0.320,168.788,148.975,37.017,5.219,149.450
0.330,168.621,148.973,37.054,5.352,149.417
0.340,168.482,148.990,37.093,5.436,149.385
0.350,168.348,149.003,37.119,5.530,149.371
0.360,168.190,148.987,37.164,5.659,149.339
0.370,168.014,149.004,37.228,5.754,149.270
0.380,167.824,149.010,37.288,5.878,149.210
0.390,167.597,148.983,37.362,6.058,149.139
0.400,167.383,149.018,37.435,6.164,149.066
0.410,167.134,148.996,37.546,6.324,148.951
0.420,166.926,149.002,37.595,6.477,148.918
0.430,166.707,149.002,37.685,6.605,148.834
0.440,166.503,149.008,37.736,6.753,148.806
0.450,166.255,149.011,37.808,6.927,148.742
0.460,166.009,149.016,37.888,7.087,148.685
0.470,165.723,149.066,38.000,7.210,148.568
