Trajectories																		
100																		
	KNEE MODEL:SHIN1			KNEE MODEL:SHIN3			KNEE MODEL:SHIN2			KNEE MODEL:THIGH2			KNEE MODEL:THIGH3			KNEE MODEL:THIGH1		
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
155	-73.9035	560.875	284.566	-137.566	448.851	214.938	49.2468	543.285	197.433	-25.1694	377.511	36.4611	-1.25431	375.49	21.5669	14.9963	400.235	33.4938
156	-73.9175	560.858	284.603	-137.588	448.845	214.967	49.2356	543.277	197.451	-25.1798	377.521	36.4741	-1.26787	375.498	21.5782	14.8052	400.249	33.389
157	-73.9242	560.83	284.608	-137.582	448.824	214.956	49.2261	543.27	197.459	-25.1793	377.528	36.4624	-1.26384	375.514	21.5664	14.9907	400.249	33.4934
158	-73.9779	560.79	284.632	-137.624	448.787	214.955	49.1827	543.26	197.475	-25.198	377.528	36.4525	-1.27487	375.513	21.5583	14.9764	400.252	33.4899
159	-74.0116	560.729	284.638	-137.628	448.733	214.93	49.1654	543.232	197.491	-25.1915	377.529	36.4395	-1.26772	375.509	21.5492	14.8069	400.254	33.3674
160	-74.068	560.655	284.661	-137.652	448.666	214.93	49.1167	543.205	197.523	-25.1966	377.525	36.4425	-1.27635	375.503	21.5501	14.9796	400.246	33.4903
161	-74.1064	560.592	284.686	-137.655	448.601	214.922	49.0878	543.183	197.557	-25.1776	377.523	36.4536	-1.26621	375.497	21.5604	15.0021	400.246	33.4947
162	-74.1579	560.53	284.719	-137.672	448.538	214.926	49.0432	543.167	197.612	-25.174	377.517	36.4626	-1.26749	375.493	21.5682	14.9928	400.246	33.5008
163	-74.2012	560.476	284.745	-137.682	448.478	214.922	49.0173	543.15	197.65	-25.1591	377.513	36.4645	-1.25597	375.49	21.573	14.9885	400.243	33.499
164	-74.2601	560.42	284.756	-137.711	448.426	214.902	48.9711	543.13	197.679	-25.1735	377.513	36.458	-1.26052	375.488	21.5677	14.9767	400.237	33.4888
165	-74.321	560.366	284.763	-137.761	448.375	214.882	48.9152	543.112	197.69	-25.1924	377.513	36.4465	-1.27815	375.491	21.5527	14.976	400.236	33.4835
166	-74.3794	560.315	284.777	-137.803	448.331	214.866	48.8577	543.097	197.712	-25.2139	377.523	36.4407	-1.28982	375.494	21.5473	14.9746	400.237	33.4853
167	-74.4277	560.256	284.815	-137.823	448.275	214.876	48.8184	543.083	197.752	-25.2135	377.527	36.4481	-1.27985	375.498	21.5617	14.9763	400.248	33.4962
168	-74.4354	560.182	284.866	-137.812	448.208	214.889	48.8033	543.059	197.799	-25.1891	377.528	36.4535	-1.26692	375.508	21.5627	14.9922	400.254	33.4943
169	-74.4588	560.095	284.927	-137.808	448.138	214.908	48.7994	543.018	197.874	-25.1743	377.525	36.4648	-1.25604	375.508	21.5737	14.9896	400.261	33.5056
170	-74.4735	559.993	284.976	-137.804	448.064	214.901	48.7913	542.964	197.928	-25.1589	377.524	36.4526	-1.24971	375.508	21.5572	14.9966	400.259	33.4919
171	-74.5001	559.891	285.025	-137.823	447.985	214.913	48.7723	542.905	197.969	-25.167	377.519	36.4481	-1.2549	375.506	21.5538	14.9924	400.256	33.4925
172	-74.491	559.8	285.067	-137.815	447.909	214.922	48.7691	542.851	197.99	-25.1671	377.508	36.4388	-1.24774	375.49	21.5467	14.9935	400.242	33.4763
173	-74.4616	559.714	285.14	-137.805	447.837	214.974	48.7833	542.807	198.027	-25.179	377.496	36.4495	-1.26064	375.483	21.5547	14.9862	400.24	33.4843
174	-74.3751	559.638	285.212	-137.735	447.768	215.031	48.8304	542.769	198.037	-25.1686	377.487	36.4397	-1.23672	375.479	21.5569	15.0029	400.232	33.4859
175	-74.2637	559.546	285.305	-137.658	447.692	215.129	48.8975	542.721	198.058	-25.1795	377.482	36.4518	-1.23806	375.478	21.5731	14.9956	400.23	33.5011
176	-74.0883	559.432	285.396	-137.522	447.607	215.219	49.0078	542.659	198.049	-25.1416	377.455	36.4373	-1.2218	375.474	21.5565	15.0037	400.223	33.4912
177	-73.8724	559.284	285.537	-137.375	447.491	215.367	49.127	542.589	198.047	-25.1523	377.454	36.4452	-1.24875	375.475	21.5539	14.9989	400.221	33.4958
178	-73.5395	559.116	285.698	-137.077	447.333	215.577	49.3133	542.54	197.972	-25.1463	377.48	36.4319	-1.24212	375.472	21.5339	15.005	400.224	33.4757
179	-73.0895	558.924	285.941	-136.708	447.125	215.899	49.5535	542.514	197.886	-25.1281	377.465	36.4425	-1.23848	375.477	21.5461	14.9996	400.232	33.4858
180	-72.5493	558.712	286.169	-136.23	446.868	216.266	49.8614	542.5	197.787	-25.0955	377.458	36.4381	-1.20929	375.482	21.5495	15.0169	400.233	33.4811
181	-72.1108	558.424	286.383	-135.591	446.375	216.494	50.1731	542.612	197.66	-25.1095	377.462	36.4461	-1.20774	375.486	21.5645	14.833	400.244	33.385
182	-71.2299	558.174	286.718	-134.986	446.244	217.188	50.6099	542.566	197.445	-25.1397	377.495	36.4255	-1.20829	375.488	21.5538	15.0177	400.24	33.4885
183	-70.4501	557.892	287.043	-134.211	445.713	217.508	51.0344	542.639	197.247	-25.1717	377.489	36.4333	-1.23886	375.483	21.5572	15.0056	400.238	33.5044
184	-69.6505	557.595	287.378	-133.458	445.459	218.185	51.5268	542.652	197.024	-25.1558	377.482	36.4199	-1.22965	375.479	21.541	15.0147	400.225	33.4829
185	-68.806	557.237	287.768	-132.678	445.05	218.641	52.0168	542.664	196.871	-25.1504	377.478	36.4343	-1.23823	375.475	21.5412	15.0016	400.223	33.4888
186	-67.8413	556.977	288.123	-131.916	444.711	219.127	52.5464	542.601	196.705	-25.1226	377.476	36.4293	-1.22159	375.473	21.5356	15.0207	400.223	33.4719
187	-67.0936	556.597	288.501	-131.216	444.404	219.692	53.0132	542.555	196.605	-25.1194	377.468	36.4399	-1.20535	375.468	21.5442	15.0174	400.229	33.4885
188	-66.2662	556.238	288.876	-130.548	444.035	220.028	53.4932	542.427	196.492	-25.1072	377.475	36.4315	-1.2074	375.478	21.5413	15.0318	400.229	33.4867
189	-65.6058	555.851	289.247	-129.978	443.749	220.44	53.9007	542.248	196.557	-25.1445	377.49	36.4391	-1.22317	375.487	21.5536	15.0213	400.239	33.5006
190	-65.0095	555.405	289.627	-129.66	443.548	220.698	54.3275	541.891	196.636	-25.1413	377.495	36.428	-1.22347	375.492	21.5465	15.0231	400.241	33.488
191	-64.5062	554.974	289.983	-129.427	443.333	220.839	54.6801	541.473	196.838	-25.1673	377.499	36.4333	-1.24356	375.5	21.5416	15.0068	400.239	33.486
192	-64.1682	554.504	290.303	-129.305	443.191	220.985	54.9775	541.017	197.097	-25.1646	377.498	36.4216	-1.23384	375.495	21.5403	15.0069	400.241	33.4805
193	-63.9554	553.993	290.65	-129.292	442.996	220.952	55.2471	540.444	197.459	-25.1593	377.498	36.4291	-1.23841	375.492	21.5402	15.0026	400.24	33.4787
194	-63.788	553.486	290.99	-129.4	442.867	220.932	55.4576	539.851	197.978	-25.1332	377.495	36.4337	-1.22435	375.487	21.5407	15.0196	400.241	33.4819
195	-63.793	552.917	291.349	-129.613	442.721	220.82	55.6158	539.149	198.504	-25.1279	377.494	36.4427	-1.22092	375.487	21.5445	15.02	400.241	33.4922
196	-63.8837	552.312	291.695	-129.905	442.56	220.631	55.7125	538.429	199.101	-25.1268	377.495	36.4409	-1.21687	375.487	21.5504	15.0276	400.24	33.4968
197	-64.041	551.656	292.045	-130.273	442.409	220.469	55.7418	537.664	199.749	-25.1349	377.494	36.4345	-1.22167	375.486	21.5458	15.0236	400.239	33.4939
198	-64.2225	550.943	292.423	-130.637	442.165	220.238	55.7818	536.85	200.36	-25.1468	377.496	36.4317	-1.22255	375.49	21.5482	15.009	400.237	33.4847
199	-64.4243	550.164	292.815	-131.005	441.899	220.072	55.7667	536.044	201.045	-25.1531	377.499	36.4264	-1.22676	375.488	21.5434	15.0083	400.234	33.4784
200	-64.6318	549.339	293.234	-131.358	441.558	219.89	55.7443	535.218	201.702	-25.1644	377.508	36.4331	-1.22809	375.498	21.5497	15.0003	400.239	33.4829
201	-64.8387	548.431	293.69	-131.663	441.143	219.732	55.7386	534.342	202.378	-25.1522	377.514	36.4344	-1.21811	375.501	21.549	15.0099	400.242	33.4844
202	-65.0407	547.435	294.2	-131.981	440.671	219.636	55.707	533.46	203.106	-25.1545	377.512	36.4433	-1.22936	375.498	21.5544	15.0114	400.247	33.4917
203	-65.18	546.375	294.732	-132.225	440.096	219.506	55.7069	532.514	203.784	-25.1344	377.515	36.4366	-1.22673	375.499	21.5457	15.0239	400.248	33.4911
204	-65.3041	545.193	295.37	-132.475	439.495	219.495	55.6908	531.576	204.543	-25.1403	377.51	36.4414	-1.22953	375.499	21.55	15.0241	400.248	33.4988
205	-65.3323	543.922	296.04	-132.669	438.824	219.45	55.7412	530.519	205.267	-25.1396	377.506	36.4285	-1.23067	375.502	21.5315	15.0213	400.244	33.4878
206	-65.3564	542.594	296.76	-132.879	438.129	219.473	55.7784	529.41	206.022	-25.1635	377.507	36.4296	-1.23437	375.503	21.5392	15.0049	400.246	33.4889
207	-65.3413	541.213	297.474	-133.018	437.353	219.538	55.8401	528.317	206.802	-25.1599	377.504	36.4211	-1.22866	375.5	21.531	15.0097	400.237	33.4768
208	-65.3825	539.822	298.226	-133.135	436.497	219.62	55.8933	527.219	207.577	-25.1683	377.501	36.4338	-1.23795	375.491	21.5457	15.0021	400.238	33.4891
209	-65.3573	538.375	298.984	-133.235	435.65	219.712	55.9756	526.068	208.443	-25.1436	377.501	36.4305	-1.22638	375.497	21.5353	15.0179	400.234	33.4818
210	-65.3418	536.876	299.785	-133.376	434.8	219.794	56.1006	524.797	209.333	-25.15	377.501	36.4426	-1.22775	375.489	21.5535	15.0183	400.235	33.5008
211	-65.2754	535.342	300.582	-133.477	433.952	219.864	56.2289	523.492	210.216	-25.135	377.503	36.4319	-1.21153	375.495	21.5468	15.0327	400.235	33.4886
212	-65.1923	533.773	301.402	-133.554	433.06	220.019	56.3648	522.235	211.054	-25.1433	377.503	36.4369	-1.22422	375.493	21.5449	15.0155	400.24	33.4871
213	-65.001	532.204	302.214	-133.527	432.099	220.204	56.5566	520.967	211.805	-25.1348	377.504	36.427	-1.21791	375.496	21.5278	15.0244	400.241	33.4698
214	-64.7877	530.598	303.066	-133.502	431.119	220.472	56.731	519.75	212.583	-25.1524	377.507	36.4376	-1.23131	375.503	21.5408	15.0161	400.244	33.4853
215	-64.511	528.924	303.928	-133.373	430.065	220.706	56.9632	518.52	213.287	-25.147	377.509	36.4328	-1.2092	375.502	21.5438	15.0302	400.24	33.4828
216	-64.2327	527.154	304.787	-133.207	428.928	220.926	57.1725	517.299	214.001	-25.1615	377.507	36.4473	-1.21672	375.505	21.5639	15.0132	400.244	33.5003
217	-63.879	525.372	305.629	-132.996	427.771	221.132	57.4306	516.081	214.646	-25.1394	377.5	36.4369	-1.20566	375.498	21.5514	15.0274	400.245	33.4914
218	-63.5428	523.598	306.46	-132.763	426.566	221.475	57.6445	514.913	215.185	-25.1501	377.495	36.4375	-1.23314	375.49	21.5437	15.0178	400.236	33.4935
219	-63.1299	521.883	307.265	-132.521	425.389	221.769	57.8721	513.739	215.788	-25.1395	377.493	36.4234	-1.23918	375.487	21.5176	15.0193	400.228	33.4753
220	-62.7724	520.056	308.141	-132.313	424.218	222.006	58.1352	512.456	216.468	-25.1444	377.493	36.4255	-1.24452	375.489	21.5195	15.0151	400.225	33.4742
221	-62.3769	518.252	309.001	-132.107	423.125	222.334	58.4721	511.106	217.181	-25.1312	377.49	36.4256	-1.19545	375.475	21.5302	15.0329	400.22	33.474
222	-61.9301	516.429	309.884	-131.838	421.92	222.574	58.7839	509.812	217.901	-25.1351	377.493	36.4385	-1.20422	375.49	21.5516	15.0279	400.229	33.4884
223	-61.4729	514.561	310.742	-131.571	420.732	222.926	59.0982	508.51	218.514	-25.1223	377.498	36.4375	-1.1949	375.492	21.5504	15.0326	400.238	33.4946
224	-61.0409	512.699	311.572	-131.297	419.496	223.199	59.3844	507.249	219.133	-25.1355	377.497	36.4339	-1.21305	375.5	21.5406	15.0259	400.241	33.4908
225	-60.603	510.826	312.39	-131.052	418.276	223.451	59.6795	505.95	219.728	-25.1388	377.501	36.4207	-1.22783	375.504	21.5268	15.0279	400.241	33.4832
226	-60.174	508.899	313.209	-130.813	417.05	223.755	59.9679	504.637	220.325	-25.1506	377.499	36.4182	-1.23308	375.497	21.5216	15.0176	400.237	33.4752
227	-59.7404	507.017	314.004	-130.511	415.762	223.985	60.2618	503.343	220.953	-25.1334	377.496	36.42	-1.21229	375.491	21.5266	15.0311	400.233	33.4765
228	-59.3054	505.107	314.82	-130.217	414.506	224.329	60.5778	502.07	221.536	-25.1328	377.495	36.4298	-1.20951	375.49	21.5332	15.0304	400.235	33.4799
229	-58.8338	503.184	315.616	-129.875	413.186	224.581	60.8923	500.812	222.137	-25.1227	377.493	36.4346	-1.20172	375.484	21.5404	15.0382	400.233	33.4892
230	-58.3497	501.266	316.385	-129.541	411.865	224.894	61.2106	499.545	222.674	-25.1252	377.489	36.4287	-1.20636	375.482	21.5415	15.0366	400.227	33.4895
231	-57.8211	499.3	317.167	-129.172	410.542	225.206	61.5442	498.278	223.21	-25.1374	377.49	36.4265	-1.22356	375.486	21.5316	15.0303	400.227	33.492
232	-57.3304	497.188	317.964	-128.796	409.225	225.459	61.9339	496.957	223.719	-25.1358	377.485	36.4157	-1.20323	375.479	21.5234	15.0286	400.222	33.4768
233	-56.807	495.274	318.678	-128.461	407.964	225.777	62.3155	495.609	224.246	-25.1448	377.489	36.4225	-1.2189	375.485	21.5351	15.0193	400.225	33.4796
234	-56.1638	493.407	319.388	-128.073	406.696	225.994	62.7225	494.26	224.756	-25.1363	377.494	36.4207	-1.20169	375.491	21.5354	15.0289	400.23	33.4722
235	-55.5237	491.496	320.111	-127.703	405.441	226.286	63.152	492.889	225.273	-25.1313	377.5	36.4297	-1.19882	375.494	21.5428	15.0369	400.239	33.4898
236	-54.866	489.557	320.813	-127.292	404.16	226.528	63.6172	491.508	225.754	-25.1129	377.498	36.4256	-1.19303	375.492	21.5382	15.0478	400.238	33.4867
237	-54.1602	487.603	321.516	-126.868	402.876	226.807	64.0843	490.14	226.195	-25.1183	377.5	36.4313	-1.20897	375.5	21.5353	15.0497	400.237	33.4981
238	-53.4051	485.618	322.2	-126.408	401.579	227.114	64.5728	488.741	226.593	-25.1059	377.497	36.419	-1.1908	375.489	21.5246	15.0492	400.227	33.4828
239	-52.6353	483.59	322.905	-125.95	400.26	227.393	65.0813	487.329	227.013	-25.1326	377.492	36.4307	-1.19132	375.482	21.5387	15.0367	400.225	33.4856
240	-51.8311	481.501	323.586	-125.505	399	227.661	65.6481	485.808	227.418	-25.1174	377.485	36.4164	-1.18353	375.482	21.5271	15.0376	400.222	33.4695
241	-51.0353	479.391	324.283	-125.057	397.74	227.903	66.2206	484.238	227.878	-25.1044	377.453	36.4219	-1.19576	375.471	21.5368	15.0344	400.219	33.4801
242	-50.2221	477.291	324.936	-124.638	396.512	228.117	66.8192	482.628	228.29	-25.1061	377.471	36.4053	-1.18454	375.47	21.5271	15.0439	400.214	33.4765
243	-49.4313	475.195	325.591	-124.262	395.318	228.347	67.4067	480.987	228.739	-25.1039	377.449	36.4203	-1.19062	375.468	21.5354	15.0414	400.212	33.4909
244	-48.615	473.127	326.216	-123.863	394.145	228.534	68.0141	479.322	229.152	-25.08	377.449	36.4186	-1.17767	375.467	21.5316	15.0461	400.213	33.4757
245	-47.8437	471.069	326.831	-123.5	392.978	228.771	68.5932	477.643	229.549	-25.1005	377.47	36.4307	-1.18742	375.471	21.5356	15.0317	400.215	33.4845
246	-47.0118	469.017	327.404	-123.082	391.782	228.975	69.2138	476.005	229.893	-25.0845	377.454	36.4141	-1.176	375.471	21.5213	15.0427	400.216	33.4634
247	-46.1595	466.947	327.986	-122.654	390.53	229.207	69.8081	474.386	230.236	-25.1119	377.457	36.4172	-1.1959	375.468	21.5237	15.0379	400.215	33.4734
248	-45.3027	464.807	328.564	-122.151	389.252	229.409	70.4543	472.77	230.577	-25.1101	377.455	36.3995	-1.19159	375.469	21.5121	15.0511	400.21	33.4714
249	-44.3861	462.622	329.144	-121.624	387.948	229.628	71.1289	471.088	230.947	-25.1208	377.452	36.4052	-1.19837	375.461	21.5218	15.0442	400.211	33.4848
250	-43.379	460.411	329.719	-121.033	386.604	229.875	71.8742	469.422	231.249	-25.0942	377.448	36.4052	-1.17769	375.464	21.518	15.0599	400.211	33.4804
251	-42.3221	458.153	330.289	-120.404	385.215	230.138	72.624	467.759	231.524	-25.0766	377.429	36.4149	-1.17334	375.459	21.5282	15.0453	400.205	33.4787
252	-41.2232	455.866	330.834	-119.698	383.794	230.387	73.4155	466.115	231.756	-25.0581	377.426	36.409	-1.1589	375.456	21.5245	15.0539	400.195	33.4688
253	-40.0458	453.525	331.375	-118.975	382.325	230.645	74.2182	464.448	231.956	-25.0712	377.425	36.4062	-1.17135	375.453	21.5192	15.042	400.194	33.4702
254	-38.7815	451.132	331.888	-118.197	380.807	230.918	75.0741	462.8	232.075	-25.0862	377.432	36.3988	-1.18478	375.448	21.5098	15.0498	400.187	33.4616
255	-37.4762	448.7	332.394	-117.367	379.222	231.227	75.957	461.169	232.182	-25.0811	377.423	36.3977	-1.19244	375.446	21.5111	15.0448	400.19	33.4709
256	-36.1151	446.241	332.876	-116.462	377.597	231.497	76.8019	459.485	232.254	-25.0808	377.423	36.3989	-1.19009	375.443	21.511	15.0572	400.194	33.4774
257	-34.741	443.786	333.342	-115.545	375.97	231.772	77.6529	457.834	232.314	-25.082	377.424	36.396	-1.18194	375.452	21.516	15.0537	400.192	33.4771
258	-33.3639	441.309	333.791	-114.675	374.404	232.013	78.5754	456.221	232.35	-25.075	377.422	36.396	-1.17729	375.446	21.52	15.05	400.191	33.4735
259	-32.0053	438.871	334.211	-113.785	372.833	232.236	79.4983	454.607	232.396	-25.0614	377.425	36.3934	-1.17736	375.448	21.5156	15.0478	400.184	33.4693
260	-30.6642	436.489	334.6	-112.861	371.212	232.466	80.4028	453.102	232.433	-25.0513	377.419	36.399	-1.17422	375.447	21.5154	15.0467	400.184	33.4662
261	-29.3369	434.155	334.974	-111.866	369.513	232.71	81.1823	451.853	232.417	-25.0433	377.416	36.3947	-1.1677	375.447	21.5151	15.0495	400.187	33.465
262	-28.0383	431.862	335.318	-110.901	367.798	232.933	82.0993	450.529	232.496	-25.0461	377.414	36.399	-1.16759	375.445	21.5188	15.0506	400.184	33.4711
263	-26.7609	429.538	335.619	-109.922	366.093	233.118	83.0052	449.049	232.538	-25.0341	377.408	36.3824	-1.16511	375.438	21.5127	15.0658	400.184	33.4732
264	-25.4285	427.065	335.908	-108.975	364.368	233.237	83.8849	447.534	232.517	-25.0464	377.4	36.3815	-1.17813	375.432	21.5121	15.0569	400.18	33.4738
265	-24.0382	424.576	336.152	-108.068	362.69	233.372	84.5858	446.018	232.287	-25.0447	377.403	36.3734	-1.17986	375.431	21.5026	15.0605	400.173	33.4638
266	-22.6296	422.028	336.381	-107.122	360.984	233.476	85.4339	444.523	232.152	-25.0486	377.4	36.3821	-1.1833	375.432	21.5112	15.0538	400.169	33.4677
267	-21.2455	419.52	336.573	-106.238	359.353	233.573	86.2927	442.977	232.027	-25.0277	377.402	36.3772	-1.15759	375.439	21.5141	15.0595	400.172	33.461
268	-19.9635	417.027	336.749	-105.437	357.763	233.609	87.127	441.329	231.931	-25.036	377.408	36.3896	-1.16627	375.442	21.5264	15.0456	400.175	33.4702
269	-18.7467	414.535	336.893	-104.707	356.244	233.601	87.9364	439.681	231.855	-25.0064	377.405	36.3711	-1.15161	375.446	21.5127	15.0566	400.175	33.4595
270	-17.6594	412.089	337.027	-104.068	354.747	233.575	88.6882	437.934	231.814	-25.0213	377.404	36.3721	-1.17762	375.439	21.516	15.0466	400.174	33.4751
271	-16.5946	409.631	337.126	-103.445	353.242	233.509	89.4445	436.152	231.748	-25.0014	377.399	36.3462	-1.172	375.437	21.5047	15.0616	400.172	33.4624
272	-15.5529	407.157	337.217	-102.838	351.711	233.455	90.1803	434.367	231.712	-25.0156	377.395	36.3476	-1.18994	375.433	21.5098	15.0447	400.174	33.4744
273	-14.4888	404.691	337.265	-102.175	350.142	233.366	90.9399	432.602	231.627	-24.9795	377.385	36.3313	-1.17477	375.431	21.5015	15.0547	400.171	33.4606
274	-13.3815	402.151	337.305	-101.48	348.505	233.283	91.6793	430.86	231.531	-24.9548	377.368	36.3263	-1.18223	375.427	21.5057	15.0472	400.169	33.4705
275	-12.2252	399.6	337.3	-100.726	346.844	233.149	92.4316	429.196	231.384	-24.9182	377.363	36.3048	-1.16426	375.425	21.4964	15.058	400.163	33.4521
276	-11.109	397.068	337.282	-100.01	345.184	233.022	93.1448	427.545	231.221	-24.9155	377.36	36.3022	-1.17615	375.422	21.5048	15.056	400.156	33.4648
277	-10.0323	394.546	337.239	-99.3065	343.565	232.86	93.8722	425.866	231.084	-24.8761	377.356	36.284	-1.1575	375.422	21.5064	15.0904	400.119	33.462
278	-9.02026	392.028	337.184	-98.7205	342.011	232.68	94.5698	424.082	230.95	-24.8489	377.35	36.2726	-1.16555	375.423	21.5147	15.0577	400.145	33.4658
279	-8.0476	389.471	337.089	-98.1653	340.511	232.449	95.2688	422.21	230.808	-24.8048	377.344	36.2482	-1.16066	375.424	21.5073	15.0856	400.095	33.4519
280	-7.10932	386.917	336.971	-97.6923	339.05	232.207	95.9477	420.334	230.634	-24.7981	377.338	36.2381	-1.17698	375.422	21.5035	15.0876	400.08	33.455
281	-6.15385	384.358	336.807	-97.2039	337.574	231.941	96.6042	418.455	230.417	-24.7765	377.338	36.2131	-1.17292	375.426	21.4916	15.0594	400.162	33.4543
282	-5.2514	381.818	336.634	-96.7349	336.097	231.684	97.2306	416.605	230.194	-24.7633	377.335	36.203	-1.18799	375.422	21.4946	15.0833	400.072	33.4507
283	-4.3486	379.276	336.439	-96.2679	334.631	231.395	97.8763	414.729	229.965	-24.7299	377.337	36.1906	-1.16592	375.421	21.4965	15.0655	400.158	33.4598
284	-3.4656	376.719	336.224	-95.8284	333.174	231.109	98.4881	412.844	229.726	-24.6978	377.331	36.1859	-1.17084	375.418	21.5085	15.0503	400.152	33.4625
285	-2.53036	374.137	335.982	-95.3482	331.694	230.787	99.1601	410.918	229.466	-24.6647	377.329	36.1672	-1.16092	375.414	21.5069	15.0591	400.148	33.465
286	-1.56569	371.488	335.696	-94.8404	330.17	230.462	99.8424	408.983	229.161	-24.6435	377.329	36.1428	-1.17175	375.408	21.504	15.0498	400.142	33.4618
287	-0.519898	368.839	335.382	-94.2774	328.632	230.133	100.564	407.072	228.798	-24.6103	377.335	36.1184	-1.17366	375.405	21.495	15.0521	400.136	33.4588
288	0.566892	366.181	335.037	-93.6553	327.045	229.79	101.297	405.196	228.417	-24.594	377.333	36.0989	-1.18584	375.399	21.4911	15.0479	400.133	33.4555
289	1.70243	363.555	334.682	-92.9972	325.448	229.473	102.048	403.382	227.995	-24.5753	377.346	36.092	-1.18597	375.402	21.4935	15.0571	400.136	33.4627
290	2.88026	360.962	334.294	-92.2776	323.838	229.127	102.82	401.656	227.562	-24.5431	377.358	36.0767	-1.18205	375.414	21.4981	15.0576	400.147	33.4631
291	4.07366	358.376	333.877	-91.5275	322.208	228.777	103.594	399.943	227.108	-24.5406	377.371	36.0747	-1.17876	375.415	21.5034	15.058	400.146	33.4651
292	5.26259	355.791	333.425	-90.7684	320.577	228.4	104.374	398.242	226.615	-24.5524	377.391	36.0664	-1.17519	375.414	21.5006	15.0523	400.144	33.4577
293	6.44365	353.201	332.945	-90.042	318.962	228.002	105.13	396.514	226.118	-24.5723	377.401	36.0624	-1.1838	375.41	21.501	15.0446	400.14	33.4618
294	7.57299	350.629	332.454	-89.3543	317.378	227.594	105.897	394.762	225.612	-24.648	377.414	36.0943	-1.18077	375.406	21.4927	15.046	400.138	33.4548
295	8.66914	348.052	331.941	-88.701	315.837	227.181	106.651	392.977	225.113	-24.702	377.416	36.1397	-1.1879	375.405	21.5	15.044	400.14	33.4637
296	9.74522	345.536	331.411	-88.0596	314.329	226.756	107.378	391.218	224.592	-24.6812	377.398	36.1341	-1.18398	375.406	21.499	15.0492	400.138	33.4592
297	10.7907	343.029	330.86	-87.4399	312.799	226.296	108.075	389.529	224.085	-24.6986	377.391	36.135	-1.18471	375.409	21.5059	15.0513	400.139	33.4697
298	11.814	340.557	330.275	-86.8169	311.261	225.794	108.745	387.889	223.56	-24.7866	377.375	36.1609	-1.18309	375.404	21.4929	15.059	400.134	33.458
299	12.7716	338.104	329.692	-86.2061	309.704	225.283	109.376	386.286	223.057	-24.971	377.339	36.2579	-1.19838	375.402	21.4979	15.0459	400.133	33.4689
300	13.6938	335.677	329.096	-85.6041	308.179	224.736	110.009	384.672	222.575	-25.1825	377.303	36.3849	-1.18984	375.402	21.4897	15.0537	400.131	33.4541
