time,hka,mldfa,mpta,jlca,mldta
0.000,179.909,145.283,35.319,0.510,149.415
0.010,179.920,145.279,35.310,0.509,149.429
0.020,179.930,145.274,35.315,0.518,149.424
0.030,179.938,145.271,35.313,0.522,149.426
0.040,179.963,145.269,35.304,0.536,149.433
0.050,179.967,145.264,35.326,0.556,149.393
0.060,179.986,145.265,35.319,0.571,149.400
0.070,179.997,145.272,35.316,0.585,149.403
0.080,180.016,145.269,35.321,0.606,149.401
0.090,180.036,145.271,35.310,0.618,149.417
0.100,180.053,145.270,35.288,0.611,149.455
0.110,180.066,145.275,35.286,0.627,149.462
0.120,180.065,145.273,35.284,0.622,149.466
0.130,180.072,145.271,35.282,0.625,149.459
0.140,180.055,145.262,35.293,0.609,149.443
0.150,180.086,145.250,35.309,0.645,149.396
0.160,180.087,145.247,35.324,0.658,149.370
0.170,180.105,145.256,35.319,0.680,149.371
0.180,180.100,145.246,35.310,0.657,149.382
0.190,180.104,145.247,35.300,0.651,149.399
0.200,180.106,145.245,35.300,0.650,149.406
0.210,180.120,145.254,35.290,0.664,149.420
0.220,180.118,145.251,35.284,0.653,149.430
0.230,180.112,145.254,35.288,0.654,149.424
0.240,180.097,145.258,35.319,0.674,149.380
0.250,180.090,145.254,35.328,0.671,149.369
0.260,180.062,145.257,35.333,0.652,149.358
0.270,180.049,145.250,35.318,0.617,149.380
0.280,180.043,145.254,35.323,0.619,149.372
0.290,180.031,145.252,35.312,0.595,149.391
0.300,180.020,145.256,35.316,0.591,149.383
0.310,180.011,145.254,35.309,0.574,149.397
0.320,180.015,145.250,35.309,0.574,149.404
0.330,180.029,145.246,35.291,0.567,149.434
0.340,180.020,145.249,35.300,0.569,149.422
0.350,180.024,145.249,35.304,0.578,149.416
0.360,180.022,145.255,35.306,0.583,149.415
0.370,180.007,145.253,35.308,0.568,149.408
0.380,180.005,145.261,35.307,0.574,149.407
0.390,180.001,145.259,35.319,0.578,149.393
0.400,180.012,145.252,35.311,0.575,149.405
0.410,180.021,145.254,35.310,0.584,149.411
0.420,180.012,145.248,35.313,0.573,149.404
0.430,180.016,145.247,35.309,0.572,149.410
0.440,180.013,145.248,35.310,0.571,149.407
0.450,180.023,145.254,35.299,0.576,149.423
0.460,180.010,145.252,35.313,0.575,149.407
0.470,180.014,145.248,35.301,0.562,149.425
0.480,180.002,145.252,35.307,0.560,149.422
0.490,179.994,145.251,35.315,0.559,149.405
0.500,180.005,145.258,35.308,0.571,149.417
0.510,180.012,145.259,35.305,0.576,149.423
0.520,180.008,145.259,35.310,0.577,149.413
0.530,180.004,145.256,35.301,0.561,149.422
0.540,179.990,145.256,35.315,0.561,149.393
0.550,179.981,145.258,35.323,0.563,149.378
0.560,179.988,145.266,35.319,0.574,149.377
0.570,179.984,145.262,35.322,0.569,149.375
0.580,179.989,145.266,35.321,0.577,149.381
