time,hka,mldfa,mpta,jlca,mldta,delta
6.270,184.254,146.605,24.542,4.599,177.092,-130.916
6.280,184.283,146.624,24.520,4.573,177.078,-130.960
6.290,184.275,146.632,24.534,4.559,177.105,-130.932
6.300,184.280,146.631,24.542,4.547,177.138,-130.916
6.310,184.274,146.626,24.534,4.567,177.148,-130.932
6.320,184.268,146.610,24.543,4.579,177.184,-130.915
6.330,184.262,146.623,24.543,4.572,177.205,-130.913
6.340,184.273,146.644,24.514,4.569,177.194,-130.972
6.350,184.272,146.654,24.475,4.600,177.165,-131.050
6.360,184.261,146.659,24.446,4.634,177.149,-131.108
6.370,184.270,146.673,24.418,4.639,177.137,-131.165
6.380,184.301,146.725,24.364,4.610,177.096,-131.271
6.390,184.337,146.737,24.327,4.599,177.091,-131.345
6.400,184.348,146.703,24.301,4.648,177.094,-131.398
6.410,184.354,146.712,24.269,4.665,177.088,-131.463
6.420,184.349,146.727,24.245,4.680,177.095,-131.511
6.430,184.372,146.749,24.199,4.679,177.077,-131.602
6.440,184.378,146.770,24.178,4.673,177.094,-131.643
6.450,184.377,146.801,24.152,4.670,177.083,-131.696
6.460,184.379,146.804,24.112,4.705,177.061,-131.777
6.470,184.392,146.819,24.058,4.731,177.007,-131.884
6.480,184.409,146.838,23.997,4.756,176.948,-132.006
6.490,184.426,146.854,23.960,4.760,176.903,-132.081
6.500,184.445,146.876,23.912,4.766,176.862,-132.175
6.510,184.479,146.903,23.871,4.747,176.821,-132.257
6.520,184.496,146.924,23.832,4.748,176.798,-132.336
6.530,184.482,146.934,23.826,4.758,176.796,-132.348
6.540,184.489,146.963,23.800,4.748,176.791,-132.399
6.550,184.467,146.963,23.808,4.763,176.810,-132.384
6.560,184.464,146.997,23.793,4.746,176.821,-132.413
6.570,184.453,146.976,23.810,4.761,176.850,-132.381
6.580,184.459,146.995,23.792,4.754,176.851,-132.417
6.590,184.464,146.988,23.769,4.779,176.830,-132.462
6.600,184.465,147.002,23.751,4.782,176.831,-132.498
6.610,184.452,147.003,23.756,4.790,176.848,-132.489
6.620,184.452,147.013,23.746,4.790,176.870,-132.509
6.630,184.429,147.011,23.755,4.805,176.902,-132.490
6.640,184.441,147.024,23.740,4.795,176.919,-132.520
6.650,184.423,147.026,23.740,4.812,176.947,-132.521
6.660,184.397,147.024,23.748,4.832,176.988,-132.504
6.670,184.394,147.020,23.753,4.833,177.021,-132.494
6.680,184.392,147.013,23.755,4.841,177.061,-132.491
6.690,184.388,147.013,23.756,4.843,177.091,-132.488
6.700,184.378,147.005,23.750,4.867,177.121,-132.499
6.710,184.374,146.997,23.756,4.873,177.158,-132.487
6.720,184.385,146.998,23.735,4.882,177.172,-132.529
6.730,184.386,146.999,23.745,4.870,177.217,-132.509
6.740,184.398,146.997,23.745,4.860,177.259,-132.510
6.750,184.384,147.003,23.764,4.849,177.317,-132.473
6.760,184.386,146.996,23.770,4.849,177.365,-132.461
6.770,184.399,147.030,23.773,4.798,177.411,-132.454
6.780,184.411,147.016,23.772,4.800,177.444,-132.455
6.790,184.430,147.011,23.764,4.795,177.469,-132.472
6.800,184.443,147.008,23.756,4.793,177.486,-132.488
6.810,184.480,147.010,23.728,4.782,177.479,-132.543
6.820,184.490,147.010,23.643,4.858,177.406,-132.715
6.830,184.501,147.014,23.612,4.873,177.405,-132.776
6.840,184.524,147.020,23.711,4.745,177.573,-132.577
6.850,184.534,147.017,23.613,4.837,177.496,-132.774
6.860,184.543,147.016,23.595,4.846,177.525,-132.810
6.870,184.558,147.010,23.605,4.827,177.592,-132.790
6.880,184.573,146.997,23.614,4.815,177.654,-132.771
6.890,184.566,147.000,23.617,4.817,177.719,-132.765
6.900,184.560,147.006,23.639,4.795,177.799,-132.722
6.910,184.544,147.012,23.646,4.797,177.846,-132.708
6.920,184.539,147.016,23.625,4.820,177.866,-132.750
6.930,184.542,147.029,23.595,4.835,177.852,-132.810
6.940,184.558,147.042,23.519,4.881,177.790,-132.961
6.950,184.550,147.043,23.478,4.928,177.763,-133.044
6.960,184.560,147.047,23.451,4.941,177.752,-133.097
6.970,184.568,147.059,23.410,4.963,177.731,-133.180
6.980,184.559,147.045,23.369,5.027,177.709,-133.262
6.990,184.542,147.035,23.342,5.081,177.717,-133.316
7.000,184.521,147.017,23.364,5.098,177.796,-133.271
7.010,184.503,146.999,23.401,5.097,177.892,-133.198
