time,hka,mldfa,mpta,jlca,mldta
0.000,172.102,150.369,35.718,1.811,151.069
0.010,172.078,150.344,35.734,1.843,151.045
0.020,172.073,150.344,35.740,1.842,151.037
0.030,172.062,150.341,35.744,1.852,151.032
0.040,172.055,150.338,35.744,1.864,151.033
0.050,172.049,150.342,35.738,1.871,151.041
0.060,172.057,150.391,35.740,1.812,151.023
0.070,172.049,150.387,35.736,1.828,151.033
0.080,172.034,150.373,35.747,1.847,151.020
0.090,172.037,150.372,35.741,1.850,151.030
0.100,172.025,150.350,35.742,1.882,151.038
0.110,172.018,150.355,35.744,1.883,151.033
0.120,172.007,150.352,35.749,1.891,151.024
0.130,172.010,150.393,35.745,1.852,151.024
0.140,172.007,150.396,35.746,1.851,151.018
0.150,172.001,150.402,35.751,1.847,151.009
0.160,171.989,150.392,35.749,1.871,151.016
0.170,171.975,150.404,35.761,1.859,150.992
0.180,171.941,150.405,35.792,1.862,150.930
0.190,171.928,150.397,35.805,1.870,150.909
0.200,171.932,150.412,35.794,1.862,150.926
0.210,171.922,150.419,35.795,1.864,150.921
0.220,171.924,150.433,35.800,1.844,150.908
0.230,171.908,150.419,35.807,1.865,150.903
0.240,171.899,150.431,35.804,1.866,150.900
0.250,171.884,150.444,35.810,1.863,150.893
0.260,171.861,150.439,35.811,1.889,150.893
0.270,171.840,150.437,35.820,1.903,150.883
0.280,171.808,150.414,35.834,1.944,150.868
0.290,171.787,150.407,35.832,1.974,150.873
0.300,171.779,150.402,35.841,1.978,150.871
0.310,171.752,150.398,35.843,2.007,150.869
0.320,171.758,150.423,35.840,1.979,150.874
0.330,171.733,150.443,35.839,1.985,150.868
0.340,171.709,150.452,35.852,1.987,150.844
0.350,171.702,150.443,35.845,2.011,150.860
0.360,171.672,150.447,35.868,2.012,150.817
0.370,171.653,150.410,35.866,2.071,150.832
0.380,171.652,150.444,35.868,2.036,150.821
0.390,171.633,150.430,35.875,2.062,150.818
0.400,171.645,150.438,35.860,2.057,150.840
0.410,171.642,150.468,35.858,2.032,150.843
0.420,171.652,150.470,35.848,2.031,150.860
0.430,171.637,150.466,35.865,2.032,150.832
0.440,171.642,150.447,35.866,2.044,150.835
0.450,171.636,150.458,35.864,2.042,150.833
0.460,171.630,150.458,35.882,2.029,150.795
0.470,171.631,150.442,35.879,2.048,150.803
0.480,171.637,150.448,35.874,2.041,150.812
0.490,171.655,150.438,35.869,2.038,150.818
0.500,171.667,150.444,35.867,2.022,150.825
0.510,171.668,150.441,35.861,2.030,150.830
0.520,171.650,150.450,35.877,2.023,150.801
0.530,171.637,150.486,35.880,1.996,150.770
0.540,171.611,150.517,35.896,1.975,150.731
0.550,171.582,150.534,35.902,1.982,150.714
0.560,171.553,150.548,35.914,1.984,150.686
0.570,171.547,150.570,35.911,1.971,150.689
0.580,171.554,150.567,35.900,1.979,150.724
0.590,171.572,150.603,35.892,1.933,150.749
0.600,171.582,150.656,35.885,1.877,150.758
0.610,171.580,150.685,35.894,1.841,150.743
0.620,171.576,150.704,35.897,1.823,150.728
0.630,171.581,150.699,35.899,1.820,150.732
0.640,171.603,150.747,35.888,1.761,150.734
0.650,171.599,150.798,35.905,1.698,150.689
0.660,171.615,150.840,35.913,1.632,150.655
0.670,171.645,150.861,35.918,1.575,150.632
0.680,171.679,150.882,35.915,1.525,150.620
0.690,171.708,150.888,35.907,1.497,150.614
0.700,171.749,150.861,35.898,1.492,150.626
0.710,171.767,150.868,35.895,1.470,150.619
0.720,171.811,150.872,35.883,1.434,150.638
0.730,171.856,150.902,35.873,1.369,150.655
0.740,171.901,150.920,35.862,1.318,150.673
0.750,171.907,150.903,35.880,1.310,150.652
0.760,171.939,150.892,35.891,1.279,150.649
0.770,171.964,150.884,35.869,1.282,150.690
0.780,172.004,150.851,35.877,1.268,150.689
0.790,172.076,150.819,35.872,1.233,150.704
0.800,172.137,150.850,35.860,1.153,150.718
0.810,172.206,150.863,35.855,1.076,150.726
0.820,172.266,150.851,35.864,1.018,150.721
0.830,172.356,150.855,35.858,0.931,150.750
0.840,172.378,150.856,35.932,0.834,150.633
0.850,172.438,150.848,35.928,0.787,150.645
0.860,172.482,150.820,35.935,0.763,150.650
0.870,172.565,150.823,35.927,0.685,150.675
0.880,172.672,150.835,35.914,0.580,150.709
0.890,172.826,150.873,35.892,0.408,150.753
0.900,173.007,150.875,35.876,0.242,150.804
0.910,173.224,150.901,35.849,0.026,150.852
0.920,173.465,150.918,35.822,0.206,150.891
0.930,173.646,150.898,35.807,0.351,150.901
0.940,173.814,150.869,35.795,0.479,150.896
0.950,173.945,150.848,35.802,0.595,150.875
0.960,174.036,150.799,35.781,0.616,150.894
0.970,174.135,150.777,35.757,0.668,150.925
0.980,174.249,150.766,35.745,0.760,150.943
0.990,174.402,150.777,35.724,0.903,150.972
1.000,174.542,150.783,35.682,1.006,151.029
1.010,174.687,150.785,35.636,1.108,151.082
1.020,174.849,150.763,35.614,1.226,151.097
1.030,175.040,150.713,35.575,1.327,151.147
1.040,175.217,150.656,35.564,1.437,151.146
1.050,175.397,150.629,35.560,1.586,151.122
1.060,175.579,150.598,35.521,1.698,151.150
1.070,175.751,150.570,35.506,1.827,151.144
1.080,175.980,150.600,35.502,2.083,151.144
1.090,176.237,150.584,35.432,2.253,151.265
1.100,176.534,150.566,35.340,2.440,151.433
1.110,176.847,150.539,35.248,2.635,151.603
1.120,177.148,150.470,35.153,2.771,151.778
1.130,177.464,150.452,35.064,2.980,151.936
1.140,177.742,150.434,34.978,3.153,152.073
1.150,177.994,150.408,34.935,3.338,152.144
1.160,178.200,150.382,34.912,3.494,152.178
1.170,178.390,150.403,34.889,3.682,152.179
1.180,178.564,150.375,34.898,3.837,152.137
1.190,178.722,150.333,34.904,3.959,152.104
1.200,178.861,150.311,34.904,4.076,152.070
1.210,178.981,150.254,34.911,4.146,152.046
1.220,179.131,150.223,34.888,4.241,152.070
1.230,179.259,150.192,34.872,4.323,152.094
1.240,179.365,150.156,34.839,4.360,152.149
1.250,179.464,150.132,34.814,4.410,152.199
1.260,179.573,150.116,34.769,4.458,152.276
1.270,179.645,150.082,34.745,4.472,152.340
1.280,179.700,150.059,34.723,4.482,152.398
1.290,179.746,150.036,34.697,4.479,152.465
1.300,179.745,149.952,34.683,4.379,152.524
1.310,179.728,149.925,34.662,4.315,152.588
1.320,179.707,149.912,34.654,4.273,152.627
1.330,179.673,149.893,34.639,4.205,152.683
1.340,179.635,149.903,34.623,4.161,152.730
1.350,179.604,149.899,34.614,4.117,152.772
1.360,179.577,149.905,34.603,4.085,152.816
1.370,179.573,149.890,34.586,4.048,152.871
1.380,179.537,149.850,34.578,3.965,152.899
1.390,179.525,149.844,34.521,3.891,152.979
1.400,179.504,149.840,34.583,3.927,152.892
1.410,179.462,149.838,34.620,3.920,152.827
1.420,179.444,149.832,34.625,3.902,152.807
1.430,179.413,149.834,34.638,3.885,152.778
1.440,179.345,149.839,34.659,3.844,152.733
1.450,179.294,149.832,34.663,3.789,152.725
1.460,179.213,149.801,34.674,3.688,152.724
1.470,179.119,149.796,34.695,3.610,152.707
1.480,179.017,149.790,34.695,3.502,152.732
1.490,178.898,149.768,34.646,3.313,152.820
1.500,178.745,149.752,34.714,3.211,152.749
1.510,178.592,149.761,34.660,3.012,152.838
1.520,178.429,149.768,34.741,2.938,152.754
1.530,178.244,149.734,34.761,2.740,152.755
1.540,178.039,149.726,34.736,2.501,152.814
1.550,177.769,149.697,34.725,2.192,152.848
1.560,177.505,149.704,34.798,2.007,152.775
1.570,177.213,149.709,34.830,1.752,152.751
1.580,176.901,149.724,34.820,1.445,152.788
1.590,176.658,149.769,34.832,1.259,152.813
1.600,176.402,149.842,34.793,1.038,152.897
1.610,176.209,149.891,34.758,0.858,152.993
1.620,176.008,149.930,34.729,0.667,153.061
1.630,175.863,149.949,34.734,0.547,153.073
1.640,175.671,149.991,34.784,0.446,152.999
1.650,175.487,150.004,34.852,0.343,152.883
1.660,175.293,150.037,34.896,0.226,152.787
1.670,175.053,150.045,34.953,0.051,152.667
1.680,174.878,150.070,34.997,0.055,152.586
1.690,174.685,150.093,35.032,0.189,152.524
1.700,174.478,150.063,35.046,0.414,152.511
1.710,174.258,150.042,35.078,0.623,152.465
1.720,174.034,150.026,35.062,0.878,152.488
1.730,173.775,149.991,35.065,1.169,152.481
1.740,173.500,149.966,35.062,1.472,152.473
1.750,173.216,149.945,35.033,1.807,152.525
1.760,172.933,149.923,35.105,2.039,152.409
1.770,172.679,149.930,35.112,2.279,152.399
1.780,172.423,149.904,35.171,2.502,152.314
1.790,172.140,149.873,35.229,2.758,152.234
1.800,171.872,149.836,35.163,3.129,152.330
1.810,171.622,149.821,35.158,3.399,152.339
1.820,171.343,149.797,35.170,3.690,152.317
1.830,171.100,149.827,35.236,3.837,152.207
1.840,170.831,149.850,35.250,4.069,152.155
1.850,170.639,149.883,35.295,4.184,152.081
1.860,170.463,149.939,35.343,4.254,152.008
1.870,170.302,149.949,35.377,4.372,151.994
1.880,170.172,149.962,35.378,4.488,152.015
1.890,170.046,149.943,35.363,4.649,152.078
1.900,169.883,149.902,35.368,4.847,152.095
1.910,169.745,149.903,35.384,4.969,152.100
1.920,169.556,149.903,35.436,5.106,152.031
1.930,169.397,149.906,35.473,5.224,151.981
1.940,169.219,149.936,35.515,5.331,151.914
1.950,169.047,149.946,35.531,5.476,151.898
1.960,168.882,149.954,35.532,5.631,151.920
1.970,168.785,149.947,35.485,5.783,152.039
1.980,168.653,149.944,35.446,5.957,152.146
1.990,168.527,149.928,35.428,6.117,152.218
2.000,168.389,149.952,35.437,6.221,152.229
2.010,168.218,149.971,35.472,6.339,152.185
2.020,168.030,149.965,35.529,6.476,152.100
2.030,167.854,149.990,35.598,6.559,151.980
2.040,167.744,150.045,35.669,6.543,151.852
2.050,167.640,150.071,35.723,6.566,151.764
2.060,167.570,150.078,35.743,6.609,151.725
2.070,167.517,150.053,35.751,6.679,151.730
2.080,167.494,150.084,35.750,6.673,151.724
2.090,167.479,150.115,35.739,6.667,151.739
2.100,167.488,150.142,35.729,6.641,151.752
2.110,167.490,150.164,35.722,6.624,151.770
2.120,167.511,150.145,35.690,6.654,151.828
2.130,167.560,150.130,35.654,6.657,151.895
2.140,167.649,150.159,35.600,6.592,151.980
2.150,167.732,150.164,35.563,6.540,152.044
2.160,167.810,150.195,35.544,6.450,152.069
2.170,167.872,150.153,35.544,6.431,152.068
2.180,167.959,150.155,35.537,6.349,152.067
2.190,168.028,150.160,35.545,6.267,152.040
2.200,168.135,150.183,35.515,6.166,152.077
2.210,168.193,150.160,35.522,6.126,152.065
2.220,168.290,150.159,35.479,6.072,152.142
2.230,168.398,150.185,35.429,5.988,152.223
2.240,168.487,150.184,35.389,5.940,152.306
2.250,168.586,150.187,35.333,5.894,152.423
2.260,168.697,150.193,35.279,5.831,152.529
2.270,168.781,150.199,35.223,5.797,152.633
2.280,168.842,150.203,35.206,5.750,152.682
2.290,168.935,150.182,35.170,5.713,152.761
2.300,169.047,150.178,35.110,5.665,152.879
2.310,169.145,150.175,35.079,5.601,152.945
2.320,169.245,150.186,35.061,5.508,152.968
2.330,169.335,150.211,35.052,5.402,152.956
2.340,169.454,150.239,35.034,5.273,152.960
2.350,169.616,150.279,35.005,5.100,152.983
2.360,169.800,150.300,34.942,4.958,153.077
2.370,170.028,150.315,34.869,4.787,153.192
2.380,170.314,150.387,34.770,4.529,153.340
2.390,170.599,150.475,34.701,4.225,153.435
2.400,170.850,150.594,34.677,3.879,153.446
2.410,171.102,150.683,34.650,3.566,153.453
2.420,171.328,150.757,34.646,3.269,153.432
2.430,171.602,150.815,34.593,2.991,153.498
2.440,171.885,150.874,34.557,2.685,153.546
2.450,172.198,150.907,34.522,2.372,153.594
2.460,172.493,150.940,34.489,2.078,153.633
2.470,172.797,150.999,34.466,1.738,153.641
2.480,173.066,151.066,34.503,1.366,153.544
2.490,173.346,151.128,34.523,1.004,153.483
2.500,173.665,151.176,34.536,0.624,153.444
2.510,173.983,151.228,34.482,0.306,153.501
2.520,174.312,151.270,34.484,0.066,153.495
2.530,174.623,151.250,34.539,0.412,153.423
2.540,174.946,151.260,34.471,0.677,153.504
2.550,175.274,151.310,34.504,1.088,153.439
2.560,175.581,151.307,34.435,1.323,153.512
2.570,175.852,151.262,34.434,1.548,153.500
2.580,176.118,151.276,34.441,1.834,153.447
2.590,176.358,151.227,34.445,2.031,153.406
2.600,176.568,151.122,34.447,2.136,153.397
2.610,176.769,151.063,34.399,2.230,153.453
2.620,176.918,150.987,34.376,2.281,153.482
2.630,177.067,150.960,34.401,2.427,153.453
2.640,177.180,150.889,34.316,2.384,153.576
2.650,177.302,150.816,34.305,2.423,153.605
2.660,177.412,150.702,34.344,2.458,153.578
2.670,177.627,150.653,34.283,2.562,153.686
2.680,177.818,150.595,34.238,2.651,153.758
2.690,178.041,150.556,34.200,2.797,153.808
2.700,178.258,150.551,34.168,2.977,153.835
2.710,178.414,150.492,34.174,3.080,153.809
2.720,178.570,150.513,34.190,3.274,153.759
2.730,178.714,150.469,34.214,3.398,153.710
2.740,178.845,150.471,34.203,3.519,153.713
2.750,178.955,150.430,34.186,3.571,153.737
2.760,179.076,150.431,34.149,3.656,153.782
2.770,179.180,150.415,34.131,3.727,153.807
2.780,179.292,150.417,34.115,3.824,153.825
2.790,179.406,150.416,34.092,3.914,153.851
2.800,179.488,150.457,34.082,4.027,153.844
2.810,179.527,150.432,34.095,4.054,153.806
2.820,179.582,150.403,34.082,4.067,153.815
2.830,179.615,150.421,34.092,4.128,153.786
2.840,179.632,150.404,34.123,4.159,153.735
2.850,179.675,150.374,34.084,4.133,153.813
2.860,179.702,150.357,34.061,4.120,153.858
2.870,179.741,150.357,34.025,4.123,153.937
2.880,179.772,150.329,34.003,4.104,153.996
2.890,179.808,150.318,33.980,4.106,154.056
