time,hka,mldfa,mpta,jlca,mldta
0.000,170.451,150.978,36.664,1.907,148.217
0.010,170.435,150.973,36.674,1.918,148.206
0.020,170.427,150.975,36.672,1.926,148.208
0.030,170.407,150.986,36.687,1.920,148.176
0.040,170.415,150.991,36.668,1.927,148.212
0.050,170.415,150.997,36.654,1.934,148.244
0.060,170.422,150.982,36.644,1.953,148.265
0.070,170.414,150.974,36.650,1.962,148.256
0.080,170.418,150.972,36.654,1.956,148.244
0.090,170.411,150.963,36.673,1.952,148.200
0.100,170.408,150.960,36.686,1.947,148.180
0.110,170.395,150.981,36.694,1.929,148.156
0.120,170.399,150.976,36.691,1.934,148.161
0.130,170.411,150.973,36.678,1.937,148.188
0.140,170.422,150.983,36.673,1.923,148.204
0.150,170.422,150.979,36.671,1.927,148.211
0.160,170.427,150.986,36.671,1.916,148.205
0.170,170.430,150.971,36.666,1.933,148.210
0.180,170.430,150.947,36.670,1.953,148.207
0.190,170.434,150.933,36.661,1.972,148.221
0.200,170.433,150.963,36.672,1.933,148.198
0.210,170.431,150.966,36.676,1.927,148.184
0.220,170.412,150.949,36.681,1.958,148.176
0.230,170.405,150.959,36.675,1.961,148.185
0.240,170.392,150.969,36.672,1.967,148.198
0.250,170.375,150.951,36.665,2.008,148.220
0.260,170.357,150.927,36.666,2.050,148.240
0.270,170.357,150.975,36.662,2.006,148.238
0.280,170.341,150.972,36.662,2.025,148.241
0.290,170.315,150.969,36.676,2.040,148.212
0.300,170.306,150.962,36.684,2.047,148.197
0.310,170.302,150.953,36.693,2.052,148.180
0.320,170.307,150.950,36.681,2.061,148.207
0.330,170.316,150.943,36.674,2.067,148.224
0.340,170.320,150.946,36.672,2.062,148.234
0.350,170.351,150.958,36.665,2.026,148.235
0.360,170.376,150.953,36.659,2.011,148.245
0.370,170.414,150.945,36.651,1.991,148.267
0.380,170.449,150.942,36.646,1.964,148.279
0.390,170.474,150.923,36.637,1.966,148.301
0.400,170.488,150.904,36.643,1.965,148.292
0.410,170.537,150.893,36.651,1.919,148.263
0.420,170.607,150.897,36.636,1.860,148.286
0.430,170.670,150.884,36.644,1.802,148.279
0.440,170.756,150.880,36.625,1.739,148.308
0.450,170.864,150.876,36.588,1.672,148.390
0.460,170.946,150.895,36.585,1.574,148.391
0.470,171.023,150.891,36.577,1.509,148.403
0.480,171.090,150.897,36.579,1.434,148.398
0.490,171.153,150.891,36.599,1.357,148.364
0.500,171.242,150.885,36.593,1.281,148.378
0.510,171.328,150.895,36.593,1.184,148.378
0.520,171.414,150.908,36.590,1.088,148.378
0.530,171.532,150.905,36.576,0.987,148.399
0.540,171.622,150.915,36.561,0.902,148.429
0.550,171.723,150.924,36.572,0.780,148.414
0.560,171.824,150.914,36.548,0.714,148.459
0.570,171.921,150.897,36.548,0.634,148.472
0.580,172.044,150.910,36.537,0.509,148.500
0.590,172.137,150.917,36.527,0.419,148.517
0.600,172.269,150.921,36.527,0.283,148.518
0.610,172.380,150.924,36.520,0.176,148.529
0.620,172.521,150.936,36.512,0.032,148.545
0.630,172.637,150.938,36.488,0.063,148.586
0.640,172.772,150.936,36.485,0.193,148.589
0.650,172.899,150.925,36.486,0.310,148.589
0.660,173.036,150.911,36.481,0.428,148.593
0.670,173.185,150.897,36.475,0.557,148.612
0.680,173.271,150.824,36.474,0.569,148.636
0.690,173.375,150.808,36.434,0.617,148.713
0.700,173.476,150.804,36.438,0.717,148.736
0.710,173.581,150.769,36.404,0.753,148.821
0.720,173.679,150.717,36.365,0.760,148.908
0.730,173.786,150.687,36.360,0.832,148.928
0.740,173.911,150.627,36.345,0.883,148.962
0.750,174.058,150.564,36.321,0.943,148.995
0.760,174.221,150.479,36.305,1.005,149.024
0.770,174.405,150.411,36.267,1.083,149.075
0.780,174.607,150.349,36.226,1.181,149.137
0.790,174.816,150.323,36.182,1.322,149.208
0.800,174.991,150.271,36.143,1.404,149.276
0.810,175.199,150.230,36.113,1.542,149.336
0.820,175.402,150.194,36.068,1.664,149.424
0.830,175.591,150.148,36.019,1.758,149.521
0.840,175.781,150.092,35.965,1.838,149.638
0.850,175.977,150.056,35.900,1.932,149.762
0.860,176.170,150.007,35.852,2.029,149.864
0.870,176.334,149.955,35.834,2.123,149.924
0.880,176.490,149.956,35.760,2.205,150.032
0.890,176.619,149.919,35.759,2.297,150.043
0.900,176.700,149.899,35.748,2.347,150.061
0.910,176.747,149.863,35.787,2.396,150.010
0.920,176.805,149.827,35.741,2.373,150.066
0.930,176.839,149.793,35.743,2.376,150.065
0.940,176.828,149.775,35.794,2.397,149.998
0.950,176.842,149.763,35.773,2.378,150.043
0.960,176.853,149.708,35.709,2.270,150.137
0.970,176.838,149.684,35.691,2.214,150.185
0.980,176.778,149.708,35.730,2.215,150.132
0.990,176.728,149.697,35.723,2.148,150.151
1.000,176.653,149.703,35.731,2.087,150.139
1.010,176.607,149.737,35.721,2.065,150.146
1.020,176.508,149.751,35.782,2.041,150.057
1.030,176.402,149.769,35.757,1.928,150.074
1.040,176.257,149.806,35.787,1.850,150.010
1.050,176.061,149.816,35.817,1.694,149.961
