time,hka,mldfa,mpta,jlca,mldta
0.000,179.364,145.129,35.857,0.350,148.756
0.010,179.479,145.105,35.841,0.425,148.758
0.020,179.926,144.923,35.644,0.493,148.990
0.030,180.421,144.822,35.401,0.643,149.336
0.040,180.554,144.784,35.381,0.720,149.351
0.050,180.682,144.767,35.259,0.708,149.542
0.060,180.843,144.751,35.228,0.823,149.566
0.070,180.939,144.747,35.219,0.905,149.550
0.080,181.111,144.786,35.148,1.045,149.670
0.090,181.189,144.691,35.135,1.014,149.686
0.100,181.160,144.610,35.212,0.982,149.594
0.110,181.223,144.553,35.220,0.997,149.538
0.120,181.294,144.513,35.245,1.052,149.493
0.130,181.480,144.506,35.238,1.224,149.495
0.140,181.699,144.470,35.225,1.394,149.456
0.150,181.892,144.438,35.208,1.538,149.450
0.160,182.086,144.412,35.176,1.675,149.457
0.170,182.154,144.375,35.194,1.723,149.430
0.180,182.439,144.342,35.051,1.832,149.699
0.190,182.563,144.287,35.030,1.880,149.729
0.200,182.715,144.317,35.010,2.042,149.742
0.210,182.972,144.305,34.909,2.187,149.890
0.220,183.044,144.268,34.930,2.242,149.873
0.230,183.116,144.228,34.928,2.271,149.856
0.240,183.222,144.198,34.952,2.371,149.790
0.250,183.395,144.168,34.929,2.492,149.814
0.260,183.583,144.144,34.925,2.652,149.792
0.270,183.822,144.123,34.900,2.846,149.824
0.280,183.794,144.047,34.991,2.832,149.671
0.290,183.999,144.044,34.900,2.943,149.787
0.300,184.217,144.079,34.858,3.154,149.844
0.310,184.310,144.073,34.846,3.229,149.862
0.320,184.448,144.053,34.812,3.313,149.942
0.330,184.518,144.035,34.856,3.409,149.884
0.340,184.642,144.020,34.812,3.474,149.963
0.350,184.596,144.062,34.875,3.533,149.859
0.360,184.760,144.052,34.806,3.618,149.994
0.370,184.885,143.983,34.773,3.641,150.033
0.380,184.911,143.966,34.799,3.675,149.976
0.390,184.981,143.973,34.788,3.742,149.993
0.400,185.031,143.966,34.728,3.725,150.080
0.410,185.109,143.958,34.753,3.820,150.051
0.420,185.003,143.953,34.795,3.751,149.959
0.430,185.096,143.944,34.741,3.780,150.057
0.440,185.069,143.921,34.778,3.768,150.027
0.450,185.110,143.899,34.798,3.806,149.964
0.460,185.283,143.937,34.721,3.940,150.059
0.470,185.285,143.919,34.748,3.952,150.007
0.480,185.226,143.914,34.796,3.936,149.922
0.490,185.218,143.904,34.811,3.933,149.884
0.500,185.257,143.917,34.800,3.974,149.886
0.510,185.221,144.004,34.821,4.047,149.833
0.520,185.214,144.016,34.806,4.036,149.862
0.530,185.180,144.022,34.825,4.027,149.831
0.540,185.137,144.038,34.834,4.009,149.810
0.550,185.100,144.054,34.848,4.001,149.775
0.560,185.022,144.060,34.883,3.964,149.717
0.570,185.007,144.089,34.878,3.974,149.726
0.580,184.993,144.106,34.869,3.968,149.743
0.590,184.947,144.110,34.879,3.936,149.723
0.600,184.874,144.139,34.886,3.899,149.719
0.610,184.857,144.155,34.892,3.904,149.711
0.620,184.853,144.175,34.881,3.908,149.733
0.630,184.868,144.210,34.833,3.911,149.786
0.640,184.689,144.242,34.955,3.886,149.543
0.650,184.605,144.249,34.986,3.839,149.498
0.660,184.482,144.269,35.053,3.803,149.366
