time,hka,mldfa,mpta,jlca,mldta
0.000,178.423,145.138,36.998,0.559,143.774
0.010,178.409,145.135,37.005,0.550,143.769
0.020,178.399,145.137,37.007,0.542,143.767
0.030,178.388,145.133,37.014,0.535,143.757
0.040,178.390,145.135,37.011,0.535,143.763
0.050,178.381,145.136,37.018,0.535,143.750
0.060,178.414,145.140,37.011,0.565,143.763
0.070,178.413,145.142,37.005,0.560,143.768
0.080,178.417,145.141,37.004,0.563,143.763
0.090,178.416,145.135,37.009,0.560,143.746
0.100,178.432,145.139,37.002,0.573,143.755
0.110,178.415,145.140,37.003,0.559,143.752
0.120,178.417,145.139,37.012,0.568,143.744
0.130,178.426,145.134,37.008,0.568,143.761
0.140,178.427,145.135,37.005,0.567,143.773
0.150,178.433,145.138,37.001,0.572,143.783
0.160,178.427,145.136,37.005,0.567,143.780
0.170,178.416,145.139,37.016,0.570,143.761
0.180,178.402,145.135,37.019,0.557,143.753
0.190,178.401,145.143,37.012,0.557,143.761
0.200,178.413,145.138,37.005,0.556,143.770
0.210,178.422,145.232,36.999,0.653,143.753
0.220,178.420,145.234,36.997,0.652,143.752
0.230,178.418,145.229,37.021,0.669,143.719
0.240,178.414,145.225,37.008,0.648,143.749
0.250,178.383,145.150,37.017,0.550,143.754
0.260,178.365,145.156,37.003,0.523,143.788
0.270,178.351,145.154,37.019,0.523,143.760
0.280,178.341,145.162,37.014,0.517,143.777
0.290,178.322,145.165,37.013,0.499,143.783
0.300,178.298,145.243,37.005,0.546,143.775
0.310,178.272,145.224,37.003,0.500,143.787
0.320,178.262,145.181,37.021,0.464,143.777
0.330,178.220,145.172,37.017,0.410,143.794
0.340,178.204,145.272,37.004,0.481,143.793
0.350,178.179,145.276,37.030,0.484,143.762
0.360,178.115,145.193,37.012,0.320,143.828
0.370,178.086,145.195,37.041,0.322,143.800
0.380,178.082,145.286,37.008,0.376,143.849
0.390,178.021,145.263,37.084,0.368,143.763
0.400,177.984,145.284,37.108,0.375,143.731
0.410,177.961,145.275,37.130,0.366,143.709
0.420,177.851,145.250,37.112,0.213,143.740
0.430,177.831,145.281,37.135,0.247,143.704
0.440,177.754,145.257,37.130,0.141,143.742
0.450,177.780,145.295,37.185,0.261,143.687
0.460,177.710,145.252,37.218,0.181,143.625
0.470,177.648,145.256,37.219,0.123,143.638
0.480,177.611,145.258,37.189,0.058,143.728
0.490,177.507,145.266,37.159,0.068,143.776
0.500,177.443,145.279,37.149,0.129,143.806
0.510,177.401,145.287,37.212,0.101,143.728
0.520,177.331,145.290,37.215,0.163,143.738
0.530,177.261,145.307,37.227,0.205,143.730
0.540,177.204,145.320,37.239,0.236,143.724
0.550,177.067,145.343,37.213,0.377,143.763
0.560,177.075,145.355,37.261,0.310,143.720
0.570,177.088,145.280,37.219,0.413,143.816
0.580,177.080,145.287,37.195,0.438,143.860
0.590,176.946,145.278,37.153,0.623,143.926
0.600,176.969,145.288,37.217,0.525,143.865
0.610,176.895,145.287,37.218,0.600,143.875
0.620,176.843,145.278,37.230,0.649,143.864
0.630,176.841,145.333,37.227,0.599,143.868
0.640,176.795,145.352,37.219,0.634,143.888
0.650,176.768,145.370,37.207,0.655,143.917
0.660,176.738,145.375,37.204,0.683,143.916
0.670,176.690,145.357,37.211,0.742,143.928
0.680,176.648,145.294,37.216,0.841,143.945
0.690,176.623,145.309,37.219,0.850,143.944
0.700,176.588,145.298,37.245,0.869,143.922
0.710,176.581,145.307,37.243,0.869,143.932
0.720,176.595,145.291,37.240,0.874,143.916
0.730,176.554,145.293,37.233,0.921,143.944
0.740,176.574,145.387,37.216,0.823,143.950
0.750,176.557,145.406,37.206,0.831,143.996
0.760,176.489,145.318,37.235,0.958,143.992
0.770,176.455,145.316,37.239,0.990,143.992
0.780,176.435,145.311,37.252,1.002,143.978
0.790,176.417,145.318,37.263,1.002,143.960
0.800,176.400,145.329,37.278,0.993,143.931
0.810,176.369,145.318,37.309,1.003,143.872
0.820,176.325,145.300,37.338,1.037,143.813
0.830,176.283,145.283,37.361,1.073,143.770
0.840,176.409,145.348,37.275,0.968,143.897
0.850,176.433,145.353,37.226,0.987,143.971
0.860,176.411,145.356,37.277,0.955,143.910
0.870,176.403,145.361,37.285,0.951,143.903
0.880,176.427,145.359,37.277,0.937,143.915
0.890,176.438,145.333,37.266,0.964,143.922
0.900,176.409,145.293,37.292,1.005,143.881
0.910,176.403,145.313,37.282,1.001,143.923
0.920,176.413,145.319,37.280,0.989,143.931
0.930,176.410,145.319,37.281,0.991,143.938
0.940,176.305,145.283,37.326,1.086,143.924
0.950,176.319,145.275,37.309,1.097,143.961
0.960,176.388,145.275,37.256,1.081,144.054
0.970,176.791,145.296,37.020,0.893,144.428
0.980,176.820,145.285,37.017,0.878,144.433
0.990,177.056,145.380,36.897,0.667,144.558
1.000,177.070,145.364,36.895,0.672,144.562
1.010,177.027,145.288,36.912,0.774,144.559
1.020,177.091,145.238,36.906,0.765,144.499
1.030,177.087,145.207,36.912,0.794,144.519
1.040,177.077,145.196,36.929,0.797,144.514
1.050,177.121,145.183,36.917,0.778,144.556
1.060,177.251,145.281,36.860,0.607,144.628
1.070,177.290,145.249,36.846,0.614,144.676
1.080,177.101,145.156,36.949,0.794,144.607
1.090,177.186,145.127,36.929,0.758,144.653
1.100,177.205,145.058,36.938,0.799,144.663
1.110,177.263,145.033,36.926,0.779,144.666
1.120,177.295,145.022,36.922,0.761,144.660
1.130,177.320,145.008,36.932,0.740,144.622
1.140,177.299,145.003,36.949,0.749,144.572
1.150,177.273,144.991,36.962,0.775,144.541
1.160,177.305,144.974,36.943,0.777,144.588
1.170,177.310,144.954,36.933,0.803,144.630
1.180,177.359,144.926,36.874,0.842,144.792
1.190,177.449,144.891,36.799,0.862,144.965
1.200,177.470,144.853,36.795,0.882,144.997
1.210,177.474,144.822,36.667,1.037,145.187
1.220,177.474,144.796,36.677,1.053,145.171
1.230,177.470,144.772,36.677,1.082,145.155
1.240,177.540,144.733,36.636,1.091,145.209
1.250,177.473,144.720,36.671,1.136,145.134
1.260,177.524,144.881,36.479,1.116,145.370
1.270,177.419,144.817,36.493,1.271,145.386
1.280,177.361,144.770,36.500,1.368,145.413
1.290,177.333,144.720,36.520,1.428,145.410
1.300,177.328,144.678,36.500,1.494,145.483
1.310,176.220,145.057,37.149,1.574,144.429
1.320,176.207,145.042,37.156,1.595,144.441
1.330,176.136,145.024,37.266,1.574,144.267
1.340,176.106,145.006,37.257,1.631,144.287
1.350,176.056,144.978,37.268,1.697,144.259
1.360,175.993,144.967,37.289,1.750,144.200
1.370,175.959,144.948,37.303,1.790,144.169
1.380,175.940,144.940,37.318,1.803,144.111
1.390,175.937,144.921,37.329,1.812,144.089
1.400,175.970,144.887,37.276,1.867,144.126
1.410,176.036,144.843,37.268,1.853,144.156
1.420,176.057,144.801,37.263,1.880,144.179
1.430,176.101,144.802,37.309,1.787,144.147
1.440,176.159,144.788,37.288,1.764,144.178
1.450,176.153,144.755,37.308,1.784,144.133
1.460,176.128,144.726,37.327,1.819,144.075
1.470,176.087,144.700,37.359,1.855,143.981
1.480,176.053,144.633,37.378,1.936,143.946
1.490,176.139,144.611,37.377,1.874,143.945
1.500,176.209,144.569,37.368,1.854,143.955
1.510,176.331,144.528,37.348,1.792,143.998
1.520,176.511,144.418,37.308,1.763,144.067
1.530,176.667,144.393,37.278,1.662,144.092
1.540,176.879,144.395,37.230,1.496,144.125
1.550,177.017,144.383,37.199,1.402,144.113
1.560,177.169,144.401,37.144,1.286,144.188
1.570,177.345,144.448,37.116,1.092,144.204
1.580,177.070,144.240,37.316,1.374,143.935
1.590,177.289,144.263,37.242,1.207,144.032
1.600,177.433,144.244,37.209,1.114,144.086
1.610,177.581,144.220,37.197,1.002,144.103
1.620,177.727,144.199,37.176,0.898,144.140
1.630,177.896,144.181,37.153,0.771,144.179
1.640,178.011,144.144,37.145,0.700,144.195
1.650,178.157,144.129,37.111,0.603,144.253
1.660,178.287,144.112,37.084,0.517,144.300
1.670,178.397,144.103,37.066,0.434,144.322
1.680,178.487,144.093,37.062,0.358,144.322
1.690,178.606,144.098,37.033,0.264,144.354
1.700,178.696,144.069,37.024,0.210,144.340
1.710,178.742,144.047,37.037,0.174,144.296
1.720,178.843,144.036,37.032,0.089,144.278
1.730,178.934,144.029,37.019,0.018,144.278
1.740,178.969,144.123,37.041,0.133,144.209
1.750,179.045,144.017,37.001,0.064,144.282
1.760,179.042,143.997,37.006,0.045,144.285
1.770,179.065,143.993,36.993,0.051,144.310
1.780,179.035,143.955,37.018,0.008,144.280
1.790,179.121,143.974,36.978,0.073,144.338
1.800,179.154,144.006,36.956,0.116,144.401
1.810,179.169,144.016,36.956,0.141,144.389
1.820,179.188,144.102,36.964,0.254,144.341
1.830,179.156,144.109,36.976,0.241,144.297
1.840,179.159,144.103,36.987,0.248,144.265
1.850,179.135,144.107,36.995,0.237,144.234
1.860,179.123,144.116,36.992,0.231,144.223
1.870,179.114,144.111,36.977,0.202,144.239
1.880,179.098,144.115,36.989,0.202,144.216
1.890,179.087,144.128,36.986,0.200,144.263
1.900,179.035,144.137,37.040,0.213,144.146
1.910,179.034,144.159,37.049,0.241,144.136
1.920,179.049,144.175,37.035,0.259,144.169
1.930,178.946,144.158,37.109,0.213,144.047
1.940,178.918,144.167,37.123,0.208,144.024
1.950,178.880,144.180,37.132,0.193,143.995
1.960,178.833,144.183,37.147,0.163,143.973
1.970,178.839,144.244,37.108,0.191,144.030
1.980,178.727,144.221,37.157,0.105,143.980
1.990,178.775,144.175,37.123,0.073,143.994
2.000,178.627,144.078,37.198,0.097,143.884
2.010,178.609,144.062,37.205,0.124,143.882
2.020,178.601,144.066,37.214,0.119,143.869
2.030,178.595,144.074,37.227,0.104,143.848
2.040,178.603,144.104,37.174,0.119,143.951
2.050,178.596,144.143,37.162,0.098,143.983
2.060,178.553,144.143,37.160,0.144,143.985
2.070,178.740,144.233,36.965,0.062,144.359
2.080,178.721,144.282,37.003,0.006,144.289
2.090,178.736,144.253,37.019,0.009,144.277
2.100,178.708,144.367,37.041,0.116,144.246
2.110,178.693,144.311,37.177,0.181,144.068
2.120,178.714,144.357,37.111,0.183,144.242
2.130,178.737,144.318,37.079,0.135,144.305
2.140,178.785,144.297,37.052,0.133,144.368
2.150,178.880,144.306,36.836,0.022,144.809
2.160,178.947,144.320,36.754,0.020,144.984
2.170,178.873,144.226,36.995,0.094,144.496
2.180,178.848,144.274,37.017,0.140,144.450
2.190,178.886,144.262,36.998,0.147,144.490
2.200,178.882,144.288,37.016,0.187,144.472
2.210,178.887,144.289,37.038,0.214,144.450
2.220,178.900,144.289,37.058,0.247,144.423
2.230,178.939,144.298,37.043,0.280,144.450
2.240,178.954,144.308,37.069,0.331,144.398
2.250,178.980,144.326,37.074,0.380,144.391
2.260,179.019,144.339,37.060,0.418,144.411
2.270,179.059,144.351,37.040,0.450,144.441
2.280,179.102,144.347,37.027,0.476,144.466
2.290,179.144,144.346,37.023,0.513,144.479
2.300,179.192,144.378,37.008,0.578,144.504
2.310,179.243,144.403,36.998,0.644,144.534
2.320,179.304,144.433,36.986,0.722,144.545
2.330,179.359,144.451,36.979,0.790,144.547
2.340,179.415,144.454,36.975,0.844,144.510
2.350,179.459,144.470,36.949,0.878,144.528
2.360,179.485,144.452,36.942,0.879,144.522
2.370,179.529,144.462,36.946,0.937,144.504
2.380,179.556,144.478,36.924,0.958,144.551
2.390,179.584,144.515,36.895,0.994,144.607
2.400,179.608,144.556,36.884,1.048,144.641
2.410,179.626,144.579,36.887,1.092,144.654
2.420,179.660,144.591,36.874,1.125,144.692
2.430,179.671,144.592,36.863,1.125,144.753
2.440,179.686,144.610,36.842,1.138,144.819
2.450,179.717,144.625,36.833,1.175,144.862
2.460,179.759,144.646,36.806,1.211,144.928
2.470,179.785,144.654,36.787,1.227,144.975
2.480,179.792,144.671,36.776,1.239,145.003
2.490,179.795,144.693,36.766,1.253,145.030
2.500,179.764,144.712,36.785,1.261,145.006
