time,hka,mldfa,mpta,jlca,mldta
0.000,152.281,149.604,43.184,14.930,142.179
0.010,151.767,149.618,43.379,15.236,141.991
0.020,151.477,149.731,43.450,15.343,141.971
0.030,150.976,149.738,43.685,15.602,141.744
0.040,150.460,149.771,43.934,15.835,141.488
0.050,149.886,149.788,44.212,16.114,141.196
0.060,149.258,149.769,44.492,16.481,140.900
0.070,148.603,149.774,44.802,16.821,140.578
0.080,147.949,149.791,45.130,17.129,140.234
0.090,147.303,149.789,45.412,17.496,139.971
0.100,146.762,149.795,45.658,17.785,139.777
0.110,146.215,149.802,45.875,18.108,139.615
0.120,145.742,149.804,46.098,18.356,139.465
0.130,145.290,149.807,46.340,18.564,139.287
0.140,144.830,149.806,46.568,18.796,139.104
0.150,144.386,149.792,46.806,19.016,138.900
0.160,143.986,149.779,46.968,19.267,138.773
0.170,143.579,149.774,47.178,19.469,138.567
0.180,143.191,149.764,47.340,19.704,138.390
0.190,142.893,149.751,47.475,19.881,138.247
0.200,142.564,149.750,47.615,20.071,138.094
0.210,142.331,149.754,47.736,20.179,137.977
0.220,142.070,149.749,47.866,20.315,137.871
0.230,141.879,149.755,47.974,20.392,137.788
0.240,141.675,149.757,48.064,20.505,137.732
0.250,141.496,149.759,48.153,20.591,137.685
0.260,141.323,149.768,48.250,20.659,137.622
0.270,141.160,149.761,48.328,20.751,137.569
0.280,141.012,149.770,48.376,20.842,137.534
0.290,140.838,149.772,48.441,20.950,137.464
0.300,140.725,149.793,48.485,20.997,137.400
0.310,140.566,149.793,48.543,21.098,137.303
0.320,140.495,149.809,48.574,21.122,137.257
0.330,140.405,149.813,48.628,21.155,137.181
0.340,140.297,149.810,48.709,21.183,137.064
0.350,140.033,149.814,48.815,21.338,136.886
0.360,139.895,149.839,48.887,21.379,136.770
0.370,139.652,149.837,49.020,21.491,136.606
0.380,139.495,149.833,49.159,21.512,136.470
0.390,139.196,149.810,49.260,21.734,136.346
0.400,139.149,149.842,49.277,21.732,136.342
0.410,138.868,149.815,49.409,21.907,136.211
0.420,138.788,149.831,49.494,21.888,136.174
0.430,138.603,149.823,49.584,21.990,136.117
0.440,138.445,149.832,49.680,22.043,136.049
0.450,138.145,149.829,49.832,22.194,135.886
0.460,137.885,149.843,49.942,22.330,135.772
